"chr","start","end","value","area","cluster","indexStart","indexEnd","L","clusterL"
"chr12",20368153,20368880,0.190481458029676,0.380962916059352,18976,17167,44992,27826,16
"chr17",17680565,17681191,0.0948821306529824,0.379528522611929,36108,93113,242627,149515,5
"chr17",75515425,75517051,-0.0948130669168717,0.379252267667487,39222,131108,292769,161662,13
"chr15",72375542,72376706,0.126142523157591,0.378427569472772,29578,106829,196909,90081,20
"chr1",13513161,13514104,0.126115600750069,0.378346802250207,971,235972,271725,35754,15
"chr15",74781677,74782092,-0.0945191324050665,0.378076529620266,29708,10541,202690,192150,5
"chr14",51094844,51096139,0.0755383035411891,0.377691517705945,25593,96900,129417,32518,22
"chr3",141051464,141051909,0.0934363569246904,0.373745427698762,62688,21962,35691,13730,17
"chr2",56183008,56184448,0.0933825952381793,0.373530380952717,48691,38451,130052,91602,18
"chr18",12407560,12407813,0.12427661857059,0.37282985571177,40488,83249,124681,41433,9
"chr19",40716476,40716928,-0.123684339088399,0.371053017265197,45093,138629,246556,107928,14
"chr2",50347380,50348188,0.0927470657044063,0.370988262817625,48595,35356,135640,100285,15
"chr22",41946523,41948231,0.0617586938090249,0.37055216285415,58435,134415,209988,75574,17
"chr9",133993551,133993634,0.123202297030824,0.369606891092471,86328,92737,219569,126833,4
"chr12",75390761,75391317,0.0923970133911969,0.369588053564788,20972,14139,85783,71645,14
"chr12",118135728,118136081,0.0736941283071292,0.368470641535646,22088,77725,179335,101611,13
"chr15",72319784,72319880,0.0917570291656655,0.367028116662662,29573,7219,18036,10818,17
"chr11",45811052,45811578,-0.0916531241891342,0.366612496756537,14231,177892,282675,104784,6
"chr6",150865275,150866945,-0.0728440869453072,0.364220434726536,75372,71608,140238,68631,16
"chr18",33578270,33578565,0.121335366797448,0.364006100392345,40744,14887,58351,43465,13
"chr4",102324343,102324962,0.121308866327487,0.363926598982462,66089,162922,280804,117883,5
"chr12",82685772,82686688,0.0907609116538115,0.363043646615246,21088,180741,237045,56305,13
"chr14",50821010,50821988,0.0906458501916086,0.362583400766434,25579,229506,269390,39885,7
"chr2",157875187,157875674,0.0904643012633191,0.361857205053277,50648,113221,155563,42343,11
"chr16",56632411,56632422,-0.180924485016802,0.361848970033604,33151,5190,8819,3630,5
"chr6",28141799,28142160,0.0722563124677684,0.361281562338842,72080,96157,118449,22293,16
"chr1",75130234,75130651,0.120094034992567,0.3602821049777,3763,18329,119809,101481,4
"chr20",44521921,44522520,0.0898563003723915,0.359425201489566,54665,86554,192946,106393,11
"chr6",45421576,45422925,0.119770222096528,0.359310666289584,73588,178785,256883,78099,15
"chr11",9574614,9574736,-0.179241355679561,0.358482711359123,13472,175361,176393,1033,7
"chr8",123416179,123416563,-0.11908911336301,0.357267340089029,82642,174682,255823,81142,11
"chr19",859499,859594,0.118693295937182,0.356079887811546,41594,54159,105306,51148,9
"chr19",7920283,7920304,-0.118036068016443,0.354108204049328,42648,52669,58478,5810,10
"chr15",52112266,52113267,0.118029042317796,0.354087126953387,28864,76627,94043,17417,13
"chr15",101295419,101295855,0.088410843876993,0.353643375507972,30704,83425,203002,119578,7
"chr4",140756009,140757158,0.117252348823055,0.351757046469166,66608,39606,151361,111756,6
"chr2",201450709,201452516,0.0877205108035215,0.350882043214086,51601,157670,286936,129267,23
"chr11",119205252,119205857,0.116893485214561,0.350680455643683,17364,215281,240266,24986,10
"chr1",173205511,173206189,0.0874271969384018,0.349708787753607,6552,145480,270537,125058,8
"chr10",125719199,125719572,0.116418504093372,0.349255512280115,12254,59928,103933,44006,15
"chr17",75183184,75183275,0.0872854754046367,0.349141901618547,39183,72966,204434,131469,4
"chr6",170294594,170295146,0.11623323210139,0.348699696304171,75932,239462,251970,12509,8
"chr11",69640720,69641102,0.116038851993005,0.348116555979016,15858,175550,177919,2370,29
"chr2",176121931,176122877,0.0869457438980124,0.34778297559205,51076,11508,89958,78451,19
"chr5",180591495,180591503,0.173499374625844,0.346998749251687,71293,13673,29886,16214,11
"chr13",31162100,31162917,0.0866560142186414,0.346624056874566,23288,201195,221328,20134,19
"chr12",51083738,51083910,0.086650209908919,0.346600839635676,19766,172624,295072,122449,11
"chr4",145098547,145099084,0.0864812828655109,0.345925131462044,66663,216629,280824,64196,27
"chr21",44802034,44802236,0.115116007334681,0.345348022004043,56579,246105,278174,32070,15
"chr7",43582258,43583270,0.068898002919726,0.34449001459863,77173,97913,177612,79700,11
"chr11",2400342,2403013,-0.0688292059629864,0.344146029814932,12940,48315,71919,23605,40
"chr17",28718146,28720549,0.0859603260710248,0.343841304284099,36452,132933,197728,64796,42
"chr17",50468960,50469142,0.114502417405683,0.343507252217049,38218,284,8914,8631,16
"chr6",31834252,31834879,-0.0857725400950674,0.34309016038027,72589,24512,41658,17147,31
"chr5",157743432,157743539,0.114135795053885,0.342407385161655,70613,154915,251743,96829,11
"chr12",56646038,56646415,0.114122341394422,0.342367024183265,20427,87131,105763,18633,16
"chr7",64582634,64582815,-0.170856445563036,0.341712891126072,77552,6712,47228,40517,4
"chr10",86970724,86971066,0.17035176802254,0.340703536045079,10883,171526,175619,4094,8
"chr7",151249260,151249270,0.170335964994662,0.340671929989324,80038,64368,65532,1165,13
"chr4",44448853,44449515,0.0849518344544595,0.339807337817838,65162,143023,275607,132585,9
"chr1",21783454,21783796,0.11325695869861,0.339770876095831,1459,93750,153995,60246,13
"chr4",39458480,39459290,-0.113053292557208,0.339159877671625,65053,99497,126087,26591,16
"chr13",20231321,20231540,0.113035475029474,0.339106425088422,22954,80231,98742,18512,25
"chr6",42960237,42960757,0.113035465752746,0.339106397258239,73371,45793,86815,41023,28
"chr12",53997501,53997541,0.169443343609578,0.338886687219157,20117,4558,18312,13755,7
"chr2",63841197,63841948,-0.112893049895381,0.338679149686144,48801,156468,160729,4262,25
"chr1",13513155,13513985,0.112872481922103,0.338617445766308,971,111879,142525,30647,15
"chr5",122774686,122775412,0.0845802467530221,0.338320987012088,69342,153314,243704,90391,15
"chr17",19003992,19004141,0.169038168594655,0.33807633718931,36221,202376,210726,8351,2
"chr4",81030854,81030870,0.168644402047953,0.337288804095907,65783,31713,90134,58422,12
"chr10",32378791,32379877,0.112207548515658,0.336622645546973,9694,191439,239714,48276,10
"chr12",123670904,123671047,-0.112023474274254,0.336070422822761,22503,99245,113342,14098,10
"chr15",70763388,70764096,0.0839492339483673,0.335796935793469,29503,86116,308623,222508,12
"chr4",173538261,173538748,0.111775737863179,0.335327213589538,67069,6668,124840,118173,8
"chr1",243255178,243256228,0.111767913449141,0.335303740347423,8648,154910,156439,1530,16
"chr21",14383217,14383610,0.111652177931139,0.334956533793417,55706,97302,194404,97103,14
"chr4",103198448,103198646,0.111237688117711,0.333713064353133,66114,155368,161421,6054,12
"chr14",59484603,59484636,0.166714186395947,0.333428372791895,25800,123356,138992,15637,19
"chr17",69327143,69327835,-0.111043683131031,0.333131049393094,38957,119651,221980,102330,9
"chr1",206921970,206921987,-0.166357711090704,0.332715422181408,7615,143113,165148,22036,7
"chr17",44911416,44911779,0.110714006052167,0.332142018156502,37786,8189,21325,13137,4
"chr19",50203130,50203480,0.0830184396605225,0.33207375864209,46260,7024,53695,46672,9
"chr10",46030721,46030786,-0.0830080188544711,0.332032075417884,9921,3768,243711,239944,5
"chr17",30970534,30970808,-0.110524760838994,0.331574282516983,36595,107925,111127,3203,17
"chr18",12702792,12703242,0.0827448840472419,0.330979536188968,40502,137620,235963,98344,18
"chr3",192409036,192409668,0.110229973440243,0.330689920320729,63858,858,14216,13359,8
"chr5",171309176,171309568,0.0826134550674743,0.330453820269897,70823,1054,16793,15740,17
"chr7",10940220,10940691,-0.0825740117992861,0.330296047197144,76521,178412,182303,3892,11
"chr12",122974416,122974854,0.110048671260889,0.330146013782668,22422,264968,271913,6946,21
"chr1",1254700,1255289,-0.110000363478067,0.330001090434201,100,146697,277058,130362,11
"chr7",5232433,5233776,0.0823911478196462,0.329564591278585,76339,175945,187623,11679,12
"chr16",29745997,29746140,0.109769586028627,0.32930875808588,32504,193064,199383,6320,12
"chr17",2711892,2712724,0.0822868474726068,0.329147389890427,35051,88481,243721,155241,10
"chr6",133240676,133241454,0.109664452628953,0.328993357886859,74955,50646,81563,30918,33
"chr17",78175110,78175127,-0.164394763422675,0.32878952684535,39530,6602,13460,6859,5
"chr11",116788159,116788171,0.164114130305012,0.328228260610024,17082,39454,40222,769,9
"chr2",105744252,105744489,0.0820123177133423,0.328049270853369,49847,149077,269943,120867,4
"chr19",39514917,39515012,0.109283753851048,0.327851261553144,44934,200369,209538,9170,16
"chr1",161038960,161039036,-0.109270349405133,0.3278110482154,6123,9309,12697,3389,14
"chr14",79279321,79280016,0.109238784806795,0.327716354420384,26622,124128,204826,80699,18
"chr1",52698331,52698492,-0.109208228192554,0.327624684577661,3289,128305,149633,21329,10
"chr1",193121673,193122205,-0.0818594467294424,0.32743778691777,6991,140491,158883,18393,11
"chr2",208265576,208265976,0.109101621701776,0.327304865105329,51805,90132,133179,43048,10
"chr1",151047787,151048392,-0.109077793600511,0.327233380801532,5087,87582,153191,65610,14
"chr7",106112680,106113141,0.0817801182335793,0.327120472934317,78782,97368,180959,83592,15
"chr1",159076983,159077373,-0.0815161156141237,0.326064462456495,5960,81955,122143,40189,7
"chr2",147843668,147845056,0.10845183978175,0.325355519345251,50512,88183,135000,46818,16
"chr4",2756654,2757253,0.10836254258141,0.32508762774423,64381,98731,165878,67148,12
"chr17",2796077,2796259,0.0648973307531395,0.324486653765698,35059,209137,299283,90147,12
"chr13",49247558,49248767,0.107812092717272,0.323436278151815,23702,212119,267957,55839,16
"chr5",138032143,138033267,-0.0807330037057652,0.322932014823061,69715,90850,142132,51283,10
"chr9",38620560,38620624,-0.107614888930137,0.322844666790412,84259,61498,65853,4356,6
"chr2",100818705,100819169,0.0806834152965584,0.322733661186234,49698,1426,262742,261317,4
"chr7",26200940,26201283,0.10757702349164,0.32273107047492,76770,89102,108896,19795,23
"chr19",45405004,45405195,-0.161179991581185,0.322359983162369,45601,293191,299272,6082,5
"chr3",125520468,125520569,0.161118840030494,0.322237680060989,62154,164502,243132,78631,10
"chr7",6622173,6622698,-0.107380585872626,0.322141757617877,76473,7989,171407,163419,5
"chr5",135399672,135400336,0.107236112750634,0.321708338251901,69636,222973,267100,44128,20
"chr1",153775075,153775642,0.107010820929418,0.321032462788254,5386,91457,103293,11837,11
"chr2",17539109,17540508,-0.107008499751004,0.321025499253011,47635,36097,63935,27839,17
"chr2",241734520,241734564,-0.106599390006731,0.319798170020193,53060,19420,69590,50171,11
"chr10",22927708,22927766,0.1598684047825,0.319736809565,9491,114127,179276,65150,9
"chr1",149931288,149931423,0.106516765609001,0.319550296827004,4986,89145,164799,75655,3
"chr11",66371840,66372244,0.15971705709998,0.31943411419996,15524,183630,189524,5895,12
"chr11",120168934,120168936,0.159481026921737,0.318962053843475,17419,18056,46441,28386,4
"chr16",86566108,86566370,-0.1593308730082,0.318661746016401,34407,122760,198414,75655,11
"chr12",81077415,81078103,-0.10620831967423,0.318624959022691,21060,107372,134130,26759,15
"chr20",36541443,36541483,-0.106172066691595,0.318516200074786,54330,11464,57454,45991,9
"chr13",61415568,61415726,0.106155932190815,0.318467796572446,23903,51406,73774,22369,15
"chr7",77798607,77799502,0.106103601127548,0.318310803382644,77876,47392,49715,2324,30
"chr5",43602564,43603541,0.10586901645542,0.31760704936626,68200,87602,105275,17674,20
"chr10",99620056,99621302,-0.105825094192315,0.317475282576944,11346,183554,185496,1943,12
"chr1",151790630,151792027,0.0793605314577779,0.317442125831111,5186,228952,249616,20665,21
"chr12",54015445,54017035,0.105789031627517,0.31736709488255,20124,209224,280653,71430,31
"chr19",36489462,36490026,0.0792096373587611,0.316838549435045,44636,114814,197046,82233,24
"chr13",77697739,77698750,-0.158313273391935,0.316626546783871,24043,204225,212005,7781,23
"chr5",103258422,103259257,-0.0790991176677335,0.316396470670934,69115,98402,145368,46967,17
"chr6",158817903,158818498,-0.158102302930633,0.316204605861266,75593,268657,278438,9782,9
"chr12",4908745,4909858,0.0789832683398189,0.315933073359276,18245,189061,293483,104423,15
"chr16",51151325,51151550,-0.157887738702395,0.315775477404789,33013,23134,23626,493,22
"chr1",201982034,201982529,-0.157719835536351,0.315439671072703,7199,163667,257457,93791,16
"chr11",124876679,124877276,0.0788036190590582,0.315214476236233,17641,110949,249390,138442,6
"chr2",109128888,109129060,0.157337753242413,0.314675506484827,49924,142105,157173,15069,13
"chr5",34655973,34656399,0.104671719871398,0.314015159614195,67945,62638,96888,34251,11
"chr19",13951885,13952219,0.0784383013958717,0.313753205583487,43381,130324,258052,127729,7
"chr11",71928487,71928942,-0.104521528544349,0.313564585633046,15979,122050,161885,39836,15
"chr2",262754,264988,0.104519667330931,0.313559001992794,47281,159867,164482,4616,26
"chr19",8577486,8577712,0.104470776816521,0.313412330449564,42741,211706,267411,55706,7
"chr16",49281695,49281841,-0.156558506543561,0.313117013087123,32934,13778,15689,1912,10
"chr2",213150196,213150244,0.156271497042831,0.312542994085661,51864,108472,110852,2381,4
"chr7",28956875,28958462,0.156158366172568,0.312316732345137,76872,19096,19292,197,33
"chr9",4490233,4490751,0.0780459407652555,0.312183763061022,83538,100181,259644,159464,7
"chr4",26583223,26584138,-0.104031348260285,0.312094044780857,64923,87540,111847,24308,15
"chr10",80078980,80079425,-0.10395410541625,0.31186231624875,10759,185649,236649,51001,16
"chr13",29850016,29850962,-0.0779113420725448,0.311645368290179,23243,101640,298933,197294,12
"chr6",10420054,10420768,0.155549109699037,0.311098219398073,71638,124057,127104,3048,16
"chr4",83535521,83536669,0.0777473789514843,0.310989515805937,65837,81941,103397,21457,25
"chr1",181798600,181798638,-0.103607364440448,0.310822093321345,6796,79647,166381,86735,3
"chr11",14499773,14500692,-0.0775672698773589,0.310269079509436,13623,89803,122565,32763,12
"chr17",4366946,4367110,0.103402781070279,0.310208343210836,35185,208673,240663,31991,13
"chr1",93078750,93079173,0.154943914243616,0.309887828487232,4086,105416,159339,53924,10
"chr2",63840774,63842548,0.103189301699085,0.309567905097255,48801,115328,145021,29694,25
"chr18",74147626,74148452,-0.0773476316405456,0.309390526562183,41347,84215,123887,39673,16
"chr8",126556605,126557397,-0.103030543223897,0.30909162967169,82734,18751,103959,85209,13
"chr10",119597265,119597353,0.102958553912362,0.308875661737085,12045,9085,99713,90629,13
"chr22",26671443,26671758,-0.154287687694225,0.30857537538845,57399,223115,227834,4720,5
"chr8",127734149,127735727,0.102782479053847,0.30834743716154,82757,187998,189286,1289,27
"chr12",75391075,75391452,0.102742922759673,0.308228768279018,20972,129595,188452,58858,14
"chr15",71813540,71813540,-0.154054899136354,0.308109798272707,29535,57381,80323,22943,2
"chr2",138501583,138501589,0.15405349364021,0.308106987280421,50467,160276,160519,244,13
"chr1",109548115,109548552,0.0769993977711058,0.307997591084423,4390,143093,166577,23485,14
"chr10",59176476,59177281,0.0769153936557976,0.30766157462319,10103,10914,16789,5876,24
"chr10",13001884,13001967,0.102492320955981,0.307476962867943,9253,168915,273150,104236,10
"chr9",130265818,130265839,-0.102434792544914,0.307304377634741,86037,61160,63518,2359,6
"chr15",43792248,43792998,-0.102341174405279,0.307023523215838,28589,140723,220655,79933,18
"chr19",18611785,18612875,-0.0766836668011608,0.306734667204643,43961,52261,71404,19144,12
"chr3",126179940,126180927,0.153240729600463,0.306481459200926,62178,66992,67768,777,20
"chr3",72100554,72100823,0.102033313268443,0.30609993980533,61364,109374,123223,13850,10
"chr6",151807695,151809072,0.076498499498745,0.30599399799498,75401,85112,86177,1066,36
"chr3",44761579,44762146,-0.101947052630473,0.305841157891418,60135,97308,106848,9541,20
"chr2",176128915,176129637,0.152900214459782,0.305800428919565,51078,4207,4932,726,23
"chr4",80184669,80185309,0.0764078545327022,0.305631418130809,65773,143519,276030,132512,10
"chr5",111757148,111757927,0.10178283777702,0.30534851333106,69174,107079,141939,34861,24
"chr12",54560553,54560616,0.152661612970765,0.30532322594153,20187,14984,16857,1874,7
"chr15",91099681,91100421,0.10177292318581,0.30531876955743,30473,116086,139471,23386,16
"chr12",42326050,42326750,0.0762896725951668,0.305158690380667,19322,132697,168454,35758,16
"chr7",33040884,33041003,0.101655696088726,0.304967088266179,76997,175592,192015,16424,8
"chr1",108200618,108200696,0.152468193759768,0.304936387519535,4291,98137,117992,19856,14
"chr12",95003710,95003956,0.101483165723318,0.304449497169954,21236,120608,172521,51914,10
"chr6",127118061,127118959,0.152133057564883,0.304266115129766,74822,101822,145994,44173,11
"chr17",82037787,82037917,0.10139481556302,0.304184446689061,40057,199173,206039,6867,11
"chr8",100951130,100953181,-0.101345603408608,0.304036810225823,82324,174019,237049,63031,33
"chr12",48184108,48184941,0.0759920598162744,0.303968239265098,19469,10242,190854,180613,5
"chr3",147408916,147410336,0.101307750469468,0.303923251408405,62803,1068,6947,5880,43
"chr16",46689235,46690625,-0.101266195355914,0.303798586067742,32854,208386,248040,39655,19
"chr10",97320041,97321739,0.101258201816629,0.303774605449886,11242,93594,178074,84481,10
"chr12",15789805,15790035,0.151694317952279,0.303388635904558,18904,135082,174727,39646,12
"chr19",57745924,57746734,-0.0758086867142232,0.303234746856893,47148,208281,268807,60527,10
"chr20",45933453,45935383,-0.101050709913437,0.303152129740311,54806,102619,139547,36929,16
"chr3",33797992,33798211,0.101040178070406,0.303120534211219,59779,253213,279265,26053,16
"chr21",33542251,33543932,0.0756016981597445,0.302406792638978,56042,274647,292520,17874,29
"chr4",139300813,139301492,0.100786279164636,0.302358837493909,66565,85720,117831,32112,16
"chr17",48723312,48725646,0.0755859519033857,0.302343807613543,38049,9401,52602,43202,29
"chr7",92834453,92835956,-0.100590564404179,0.301771693212536,78094,173661,176795,3135,37
"chr9",92764530,92765693,0.100517264566118,0.301551793698353,84680,94158,117999,23842,7
"chr5",140547422,140547667,0.100484953922662,0.301454861767987,69884,90482,119164,28683,12
"chr5",177006971,177008143,0.0753057773317741,0.301223109327096,71033,111037,239432,128396,12
"chr10",59362712,59363162,0.100173892355602,0.300521677066806,10109,41916,50006,8091,13
"chr3",11271885,11272250,0.075093752688608,0.300375010754432,59292,33061,162619,129559,8
"chr17",68514904,68515107,0.0750749577350514,0.300299830940206,38920,204106,275979,71874,5
"chr5",150701125,150701140,-0.150097608845964,0.300195217691928,70422,141778,145737,3960,9
"chr6",33417588,33418190,-0.074982965206738,0.299931860826952,72843,138580,161827,23248,57
"chr5",179732588,179732803,-0.149955465114088,0.299910930228177,71231,89911,137772,47862,13
"chr1",226062660,226062683,0.149929462409892,0.299858924819785,8121,95649,300289,204641,5
"chr15",64164053,64164166,0.149717614753337,0.299435229506674,29194,221005,226321,5317,10
"chr22",30606955,30607160,0.149666460299611,0.299332920599222,57625,109016,109672,657,19
"chr3",42654360,42654942,0.0997057209983826,0.299117162995148,60047,31241,70764,39524,15
"chr2",173964566,173966328,0.074739110441524,0.298956441766096,51010,117409,256399,138991,14
"chr3",69865814,69866081,-0.0996032664502174,0.298809799350652,61330,219103,272167,53065,7
"chr11",20598543,20599368,0.099573021529296,0.298719064587888,13839,101668,116179,14512,10
"chr7",122304861,122305543,0.0995626092350175,0.298687827705052,79032,189360,309775,120416,28
"chr12",6970504,6970875,0.0995492448395397,0.298647734518619,18431,77841,100823,22983,14
"chr14",77076265,77076420,0.0995425854296056,0.298627756288817,26543,103091,242872,139782,7
"chr1",150282630,150283093,0.0994164611515576,0.298249383454673,5014,110351,239278,128928,15
"chr1",162069434,162069724,-0.0993663843136402,0.298099152940921,6229,19830,88773,68944,9
"chr20",21704763,21705442,0.149017049171637,0.298034098343274,53748,195946,205725,9780,13
"chr22",21651380,21652562,0.0993013818475423,0.297904145542627,57101,202281,294781,92501,15
"chr5",157269175,157269510,-0.0992996398042109,0.297898919412633,70582,95916,116991,21076,4
"chr11",118304669,118304960,-0.0992579037683839,0.297773711305152,17212,100182,114909,14728,8
"chr6",29553368,29553918,0.148860631924711,0.297721263849421,72182,9490,10073,584,26
"chr6",33299104,33299746,0.074410697641708,0.297642790566832,72828,140605,174829,34225,42
"chr4",133148515,133149286,-0.0991392422175365,0.29741772665261,66512,143221,151038,7818,16
"chr7",73842715,73842753,0.0991334468567374,0.297400340570212,77715,179681,182034,2354,15
"chr14",100143849,100144330,-0.0990429513734229,0.297128854120269,27173,108646,136528,27883,5
"chr3",121749859,121750005,0.0990107358725581,0.297032207617674,61990,145531,156812,11282,11
"chr12",120667006,120667106,-0.0989770649534171,0.296931194860251,22216,52855,83076,30222,3
"chr16",84144521,84145589,-0.0989465792311916,0.296839737693575,34272,116705,196178,79474,15
"chr1",72283332,72283898,0.148342893809464,0.296685787618928,3743,95252,128431,33180,4
"chr3",33798362,33798505,0.148331350465626,0.296662700931252,59779,162665,164716,2052,16
"chr5",1887191,1887193,-0.148244437177945,0.296488874355891,67549,60574,63203,2630,20
"chr21",42199400,42199449,0.148141481676099,0.296282963352197,56400,128064,194831,66768,4
"chr1",230425808,230426229,0.0987287115699774,0.296186134709932,8364,9045,33761,24717,9
"chr5",91380006,91381191,0.0987221647907014,0.296166494372104,68946,157035,165392,8358,10
"chr22",31107513,31108696,0.073851402683901,0.295405610735604,57667,58590,220168,161579,9
"chr6",127344107,127344170,-0.147592198489964,0.295184396979928,74830,170687,189316,18630,16
"chr11",43880584,43880793,0.147589361183438,0.295178722366877,14151,6397,17508,11112,9
"chr1",30719311,30719318,-0.14757177604325,0.2951435520865,2070,118716,147474,28759,16
"chr21",44801684,44802040,-0.0982308378348974,0.294692513504692,56579,68441,93898,25458,15
"chr13",19782502,19782945,-0.0981896576414293,0.294568972924288,22935,117111,196964,79854,11
"chr3",126476065,126476091,-0.147203655363116,0.294407310726232,62189,39927,40046,120,15
"chr15",42272954,42273730,-0.0734938635408474,0.29397545416339,28475,235516,258981,23466,24
"chr5",127073461,127073618,0.0733277319269823,0.293310927707929,69408,14375,109818,95444,8
"chr2",112275507,112275751,0.146653501453533,0.293307002907067,49977,29585,34522,4938,10
"chr19",41226029,41226684,0.0977149433905861,0.293144830171758,45135,58136,195161,137026,12
"chr8",93700418,93700582,0.146475164137563,0.292950328275125,82144,347,16750,16404,11
"chr13",113044237,113044702,-0.0975953740009779,0.292786122002934,24587,26195,138181,111987,13
"chr17",64263201,64263668,0.0975405572671814,0.292621671801544,38778,72364,124068,51705,8
"chr7",43729493,43729997,0.0975385265658226,0.292615579697468,77178,96365,140667,44303,13
"chr17",40443114,40443453,0.0730255696996924,0.29210227879877,37191,3636,76332,72697,10
"chr7",38977365,38977855,-0.097210787284755,0.291632361854265,77100,852,178243,177392,7
"chr12",121711859,121712585,0.145804621511323,0.291609243022646,22302,105628,174422,68795,7
