"chr","start","end","value","area","cluster","indexStart","indexEnd","L","clusterL"
"chr1",167721140,167721551,-0.291134045115271,1.45567022557636,6375,142064,271910,129847,12
"chr18",23872766,23872931,0.239169093424562,1.43501456054737,40629,74953,202285,127333,8
"chr1",54547253,54548062,-0.201982077027587,1.41387453919311,3393,14048,264679,250632,7
"chr10",127736874,127737634,-0.176346255876323,1.41077004701059,12318,13112,184818,171707,8
"chr6",48068544,48068940,-0.14091667294717,1.4091667294717,73664,3120,172816,169697,10
"chr2",159798355,159798759,-0.201215074765093,1.40850552335565,50690,61021,219242,158222,7
"chr10",132784812,132787411,-0.127087196958717,1.39795916654588,12448,7867,40508,32642,37
"chr7",146115916,146116854,-0.154385081107367,1.3894657299663,79767,14248,167826,153579,13
"chr5",2751436,2752950,-0.11577001944466,1.38924023333592,67562,14260,68843,54584,15
"chr5",5139497,5140533,-0.126291929507609,1.3892112245837,67586,3109,85317,82209,18
"chr11",94545232,94545902,-0.154118528711255,1.3870667584013,16595,4779,281091,276313,9
"chr10",88851847,88852154,-0.230497489223455,1.38298493534073,10923,104861,266002,161142,6
"chr22",37696636,37697072,-0.125525315008963,1.38077846509859,58018,2839,297668,294830,11
"chr22",30080100,30080840,-0.124355581284617,1.36791139413079,57550,1139,125067,123929,16
"chr1",24964550,24965783,0.225477776051499,1.352866656309,1699,804,35520,34717,21
"chr19",35328872,35329082,-0.267304118461635,1.33652059230818,44451,51911,298070,246160,5
"chr20",46550587,46550774,-0.222420732903809,1.33452439742285,54871,121861,297911,176051,6
"chr11",88175390,88175894,-0.166375568282129,1.33100454625704,16500,99814,276890,177077,11
"chr6",146543050,146544097,-0.189524830544713,1.32667381381299,75258,881,95781,94901,16
"chr11",30017068,30017250,-0.220307792101308,1.32184675260785,13918,7734,16096,8363,14
"chr7",151806183,151806522,-0.263815135653109,1.31907567826554,80071,104778,257253,152476,6
"chr7",74092970,74093280,-0.21971915383738,1.31831492302428,77731,90064,268676,178613,6
"chr3",129060655,129060758,-0.218117298080143,1.30870378848086,62315,145150,164521,19372,6
"chr17",28717304,28719573,-0.163045394042769,1.30436315234215,36452,69825,76067,6243,42
"chr16",65121938,65123525,-0.130075974683531,1.30075974683531,33372,3217,129086,125870,10
"chr11",60056229,60056688,-0.215366330063389,1.29219798038033,14714,96057,265149,169093,7
"chr7",71132072,71132935,-0.128953662504797,1.28953662504797,77653,11054,242824,231771,10
"chr6",77462475,77464348,-0.106327326855072,1.27592792226086,74033,80210,219319,139110,19
"chr1",9728459,9729116,0.211583356700195,1.26950014020117,741,10753,106641,95889,6
"chr1",219928356,219928701,-0.140606163141159,1.26545546827043,7927,448,78893,78446,18
"chr22",28801724,28802017,-0.252388125897207,1.26194062948604,57449,87532,275111,187580,5
"chr1",167328353,167329145,-0.210237366464391,1.26142419878635,6355,227354,246796,19443,7
"chr14",24171686,24172497,-0.156655158593197,1.25324126874557,25158,77654,244134,166481,12
"chr12",56020658,56021487,-0.17882829341542,1.25179805390794,20307,15977,214587,198611,7
"chr8",19682480,19683298,-0.155602200355311,1.24481760284249,80700,111013,305205,194193,12
"chr6",36697463,36697843,-0.177711996303277,1.24398397412294,73070,172384,273882,101499,7
"chr16",3589101,3589838,-0.177540119488483,1.24278083641938,31484,194134,303020,108887,7
"chr19",56671648,56672057,-0.137904935863977,1.24114442277579,47058,18182,261304,243123,9
"chr2",14632188,14632839,-0.137480593331647,1.23732533998482,47609,3700,166668,162969,9
"chr4",689042,689451,-0.176691466263559,1.23684026384492,64174,6913,87787,80875,12
"chr12",47758007,47758645,-0.206089886613976,1.23653931968386,19429,188674,259968,71295,20
"chr14",23306454,23307273,-0.175737460383368,1.23016222268358,25042,63070,249763,186694,8
"chr6",31586486,31587654,-0.175517528629865,1.22862270040906,72502,86275,183500,97226,8
"chr4",133148149,133149664,-0.102371076313349,1.22845291576018,66512,33208,163919,130712,16
"chr20",36540977,36541483,-0.204302146633368,1.22581287980021,54330,9785,121940,112156,9
"chr2",8583776,8584284,-0.174835143775247,1.22384600642673,47452,31790,151789,120000,8
"chr12",123268180,123268725,-0.174584615181212,1.22209230626848,22457,8240,266149,257910,7
"chr2",33134131,33134530,-0.203422257866967,1.2205335472018,48188,140382,271402,131021,11
"chr16",57667543,57668327,-0.1733093734308,1.2131656140156,33257,90437,295439,205003,7
"chr7",117323139,117324418,-0.134503216657831,1.21052894992048,78981,15726,126350,110625,10
"chr20",59007186,59007954,-0.201166424240376,1.20699854544225,55265,57439,97905,40467,25
"chr6",41201063,41202073,-0.171957726260302,1.20370408382211,73262,9383,238838,229456,7
"chr15",40769186,40770026,-0.150087516402983,1.20070013122386,28315,201072,294334,93263,10
"chr18",3447018,3447715,-0.150017847555122,1.20014278044098,40300,86690,271827,185138,12
"chr1",50023895,50024155,-0.149423953708556,1.19539162966845,3201,14916,138122,123207,11
"chr8",67951777,67952534,-0.14934845115178,1.19478760921424,81814,25504,137980,112477,10
"chr14",39265760,39267517,-0.149327210528067,1.19461768422453,25453,80960,265718,184759,15
"chr17",19387190,19387807,-0.14871931950885,1.1897545560708,36249,95436,301838,206403,8
"chr5",16179026,16180284,-0.108136445611846,1.18950090173031,67782,5245,114005,108761,13
"chr3",11582326,11582549,-0.198108380799287,1.18865028479572,59303,84739,149239,64501,15
"chr19",847943,848071,-0.198105084371196,1.18863050622718,41590,54000,202715,148716,6
"chr22",26479438,26480109,-0.131610291250945,1.18449262125851,57367,204029,310327,106299,11
"chr2",5695689,5697797,-0.13062584897772,1.17563264079948,47398,10821,112402,101582,15
"chr2",37189676,37190041,-0.234558311900896,1.17279155950448,48250,221373,301697,80325,5
"chr11",7251636,7252267,-0.167470705106508,1.17229493574555,13329,594,99760,99167,8
"chr4",65669633,65670745,-0.194887159501247,1.16932295700748,65441,1162,35734,34573,20
"chr4",20251891,20253723,-0.116372803862936,1.16372803862936,64829,5671,120928,115258,19
"chr11",118343580,118344397,0.193823870608616,1.1629432236517,17216,93033,255835,162803,6
"chr17",59840613,59841321,0.165861767914388,1.16103237540072,38560,83125,303717,220593,7
"chr18",72866875,72868171,-0.144930274501965,1.15944219601572,41343,5498,117006,111509,8
"chr1",155320627,155321506,-0.144776610598816,1.15821288479053,5616,65397,165121,99725,11
"chr5",77957554,77958166,-0.144615302178157,1.15692241742526,68738,10383,122738,112356,8
"chr11",33891991,33893099,-0.192795605467894,1.15677363280736,14029,97394,217275,119882,6
"chr6",146542511,146543355,-0.144561990465474,1.15649592372379,75258,103187,191317,88131,16
"chr9",113564900,113564998,-0.192726407078504,1.15635844247102,85264,68779,284502,215724,6
"chr6",136525967,136526650,-0.143854104288481,1.15083283430785,75041,9010,244970,235961,8
"chr1",153986316,153986929,-0.229887015571272,1.14943507785636,5418,9412,82948,73537,9
"chr18",28177247,28178195,-0.163634934102757,1.1454445387193,40690,11481,97365,85885,11
"chr17",48582389,48582735,-0.162849292213288,1.13994504549302,38023,17325,245775,228451,7
"chr12",9668908,9669691,0.162827161778842,1.13979013245189,18606,96267,309489,213223,7
"chr7",90118644,90119372,-0.113978228418644,1.13978228418644,78008,15434,80089,64656,27
"chr19",851045,852164,-0.189561184402326,1.13736710641396,41591,133174,295781,162608,9
"chr19",46023063,46023417,-0.16231451385956,1.13620159701692,45704,17041,115633,98593,11
"chr1",206772311,206773250,-0.188684910954036,1.13210946572422,7601,134884,274071,139188,10
"chr17",27559222,27560198,-0.226193523138273,1.13096761569136,36352,213728,275055,61328,6
"chr5",15499786,15500724,-0.140840329711317,1.12672263769053,67769,23764,217772,194009,10
"chr18",13641736,13641873,-0.280776955122684,1.12310782049074,40527,9132,123501,114370,9
"chr2",241859744,241860040,0.1870411832788,1.1222470996728,53081,16030,140165,124136,6
"chr8",24913601,24914922,-0.12395437001014,1.11558933009126,80939,11221,49816,38596,17
"chr1",26542670,26543146,-0.223106168659248,1.11553084329624,1820,127122,307070,179949,5
"chr3",158732014,158732761,-0.158729595238468,1.11110716666928,63084,38042,80226,42185,16
"chr2",32265697,32265980,-0.222159564814358,1.11079782407179,48163,144480,265191,120712,7
"chr12",55996674,55997667,-0.138302500329926,1.10642000263941,20301,98508,241876,143369,15
"chr14",95185529,95186513,-0.157545809197792,1.10282066438454,27033,214838,297187,82350,7
"chr2",153871412,153871795,-0.183644623706481,1.10186774223888,50605,11098,117386,106289,10
"chr18",34222184,34222581,-0.122263428528947,1.10037085676052,40751,116291,279978,163688,10
"chr21",33402576,33402733,-0.274953743396533,1.09981497358613,56029,3706,52085,48380,9
"chr15",29822092,29822664,-0.183161916580318,1.09897149948191,28004,11151,25293,14143,21
"chr19",4559613,4559850,-0.182501852454367,1.0950111147262,42271,3775,254974,251200,6
"chr6",10520909,10521379,-0.217400289313592,1.08700144656796,71645,161931,310194,148264,8
"chr10",133087775,133088185,-0.155034888499205,1.08524421949444,12482,40356,67719,27364,10
"chr7",105679111,105679372,-0.180811177135445,1.08486706281267,78769,112673,265483,152811,6
"chr19",840737,840985,-0.180789358950861,1.08473615370516,41587,54194,263085,208892,6
"chr2",219309479,219309603,-0.180025047282505,1.08015028369503,52170,5991,25270,19280,12
"chr17",39738890,39740167,-0.135008260892962,1.08006608714369,37086,108512,297538,189027,12
"chr1",31703967,31704832,-0.134835773625992,1.07868618900794,2132,33300,122893,89594,15
"chr14",68789960,68790260,0.269272149283345,1.07708859713338,26111,6848,112570,105723,4
"chr22",42959932,42961122,-0.179033686578319,1.07420211946991,58527,115431,241160,125730,9
"chr15",83653525,83654194,-0.178848465100486,1.07309079060291,30123,22242,292914,270673,6
"chr5",149428825,149428924,-0.214378569092185,1.07189284546092,70310,36964,304414,267451,5
"chr3",101940538,101940843,-0.267960880206646,1.07184352082659,61630,100851,249334,148484,4
"chr10",127196168,127196344,-0.214300822663184,1.07150411331592,12309,8642,72193,63552,9
"chr18",12253860,12254567,-0.133656680657593,1.06925344526074,40478,53467,92461,38995,19
"chr3",188947487,188948141,-0.178050458698367,1.0683027521902,63787,1102,127250,126149,8
"chr3",122324952,122325325,-0.213347502018546,1.06673751009273,62014,88479,271796,183318,5
"chr7",79452350,79454762,-0.11852112431094,1.06669011879846,77892,108961,179128,70168,29
"chr18",11148683,11149764,-0.133026259629359,1.06421007703487,40447,12175,76661,64487,13
"chr8",53251491,53251831,-0.152025524057796,1.06417866840457,81561,5411,67149,61739,13
"chr12",55935512,55936464,0.177349373698034,1.06409624218821,20284,6030,236543,230514,6
"chr6",131250295,131250529,-0.211407728606086,1.05703864303043,74896,110788,303727,192940,5
"chr3",9916888,9917185,-0.175994102702554,1.05596461621532,59198,142860,275975,133116,19
"chr22",24494826,24495252,-0.150441001078363,1.05308700754854,57283,5885,10878,4994,19
"chr11",74467716,74467755,-0.262570765300493,1.05028306120197,16163,46200,101013,54814,11
"chr1",24535114,24535891,0.131155882766304,1.04924706213043,1676,4413,281472,277060,8
"chr2",124024676,124025677,-0.116521815323867,1.0486963379148,50204,891,127170,126280,13
"chr6",143677732,143678153,-0.130996472274183,1.04797177819346,75205,43989,183401,139413,13
"chr5",138507711,138507819,-0.261875673175321,1.04750269270128,69767,284741,304258,19518,4
"chr2",115161198,115162252,-0.149560355122846,1.04692248585992,50087,3941,33954,30014,15
"chr12",8123330,8123886,-0.261583718972504,1.04633487589002,18516,169572,265373,95802,4
"chr15",33067587,33069069,-0.104296540807013,1.04296540807013,28072,138134,302616,164483,14
"chr5",174724331,174725030,-0.208484586201707,1.04242293100853,70929,4879,31411,26533,15
"chr10",27745863,27745927,-0.2084361961493,1.0421809807465,9581,5326,12406,7081,17
"chr5",149430263,149430640,-0.148401331828121,1.03880932279684,70311,7138,150828,143691,7
"chr2",218368723,218368955,-0.259186218647868,1.03674487459147,52026,29918,282494,252577,4
"chr8",6563320,6563702,-0.129027527759718,1.03222022207774,80398,172279,311066,138788,12
"chr5",69414981,69415080,-0.205982768035498,1.02991384017749,68554,4650,165396,160747,5
"chr13",33205941,33206225,-0.147076284637075,1.02953399245952,23347,82272,303526,221255,7
"chr17",81566681,81567412,-0.171453030673684,1.0287181840421,39947,237975,299506,61532,7
"chr8",48735175,48735960,-0.146834113675897,1.02783879573128,81510,122622,245504,122883,13
"chr14",103405080,103405115,-0.342610308910656,1.02783092673197,27469,224288,275316,51029,3
"chr20",13220282,13220345,-0.128214854888958,1.02571883911167,53591,5788,21358,15571,30
"chr2",79512737,79513196,-0.146462208104903,1.02523545673432,49249,239,77717,77479,8
"chr22",44676004,44677037,-0.170283895096559,1.02170337057935,58627,51396,217092,165697,11
"chr5",157179561,157181107,0.127285592307973,1.01828473846378,70577,81150,278465,197316,8
"chr7",26857634,26858201,-0.127208687611852,1.01766950089482,76793,15506,291087,275582,8
"chr17",46170867,46171275,-0.203496951384652,1.01748475692326,37890,129576,300044,170469,5
"chr15",26866902,26867283,-0.16946454030559,1.01678724183354,27938,8219,67629,59411,15
"chr13",73061939,73061939,-0.338403480802921,1.01521044240876,23960,135799,305178,169380,3
"chr17",78854116,78854195,-0.253775658242643,1.01510263297057,39626,118696,199471,80776,6
"chr17",2057992,2059333,-0.202946393755889,1.01473196877944,34993,5189,117092,111904,8
"chr2",101991288,101991887,-0.202728150288283,1.01364075144141,49750,85816,159876,74061,9
"chr17",181754,182712,-0.126671888392638,1.0133751071411,34803,15664,288474,272811,8
"chr3",48430113,48430586,-0.14453220221355,1.01172541549485,60397,82713,243122,160410,11
"chr22",42432380,42432441,-0.201868434338829,1.00934217169415,58485,51063,105143,54081,7
"chr6",31614563,31616446,-0.168156984199352,1.00894190519611,72506,86885,186083,99199,7
"chr8",84183147,84184922,-0.126089219171694,1.00871375337355,82028,384,14633,14250,21
"chr18",55510660,55511212,-0.20161178920989,1.00805894604945,41086,235096,311211,76116,5
"chr5",128538018,128539132,-0.201286773048625,1.00643386524313,69429,68082,118924,50843,17
"chr13",96053340,96053791,-0.125764078586037,1.00611262868829,24175,608,197880,197273,10
"chr2",218125260,218126253,-0.143360180510631,1.00352126357442,51993,88337,300422,212086,8
"chr1",91948787,91949428,0.12514354161971,1.00114833295768,4049,96008,287952,191945,13
"chr1",21292978,21293578,0.166852555071891,1.00111533043135,1435,150449,278091,127643,6
"chr5",59356776,59357122,-0.250174240075357,1.00069696030143,68404,104291,137399,33109,4
"chr4",156971237,156972389,-0.166648048242714,0.999888289456287,66888,6908,141310,134403,15
"chr17",7838808,7839933,-0.142839852830628,0.999878969814395,35633,83867,269683,185817,7
"chr5",88823762,88824393,-0.16644393785909,0.998663627154541,68909,233271,309668,76398,6
"chr1",151006429,151007042,-0.124720623212132,0.997764985697056,5082,85253,259978,174726,9
"chr3",129305063,129305869,-0.199512317388457,0.997561586942285,62332,35463,279808,244346,5
"chr2",240998339,240999019,-0.142476950274226,0.997338651919579,52960,1397,146345,144949,7
"chr8",143953780,143954062,-0.199264788948345,0.996323944741724,83278,8823,47654,38832,11
"chr1",173205511,173206189,-0.12452440443096,0.996195235447681,6552,72049,275413,203365,8
"chr1",161214030,161215302,-0.24803417159542,0.99213668638168,6171,103025,146695,43671,9
"chr20",60054884,60055724,-0.197832955350097,0.989164776750486,55316,201693,294475,92783,8
"chr6",33416402,33416713,0.164280534182777,0.985683205096664,72842,100805,187360,86556,11
"chr4",38509383,38509606,0.196673502708282,0.983367513541412,65006,245168,266426,21259,5
"chr17",3803296,3803547,-0.245783497849484,0.983133991397934,35126,259625,309264,49640,4
"chr17",3801177,3801813,-0.163676583392379,0.982059500354274,35124,11785,235111,223327,6
"chr6",46325672,46326401,0.122647590031264,0.981180720250111,73610,128852,279992,151141,9
"chr3",12351260,12351522,-0.244881364397736,0.979525457590943,59328,259317,279253,19937,4
"chr20",610155,610577,-0.163243416602251,0.979460499613504,53151,7508,105244,97737,6
"chr19",56507647,56507910,-0.244767643834542,0.979070575338169,47044,4929,17032,12104,8
"chr12",53336172,53336622,-0.122268380077652,0.978147040621218,20051,65609,266125,200517,11
"chr5",140926596,140926873,-0.122072027464044,0.976576219712351,69961,394,95071,94678,18
"chr17",77449823,77450579,0.139508177933354,0.976557245533476,39477,93985,220284,126300,10
"chr12",29783879,29784039,-0.162718597913262,0.976311587479571,19187,8128,103429,95302,6
"chr6",2891914,2891918,0.324645664209844,0.973936992629533,71444,16271,79157,62887,3
"chr12",57896423,57897174,-0.138992378614508,0.972946650301553,20655,4295,209858,205564,8
"chr1",63592852,63593212,-0.194513473057326,0.972567365286631,3585,117591,165099,47509,16
"chr18",77249040,77250413,-0.121346899813124,0.97077519850499,41428,1145,52513,51369,33
"chr10",107164608,107164802,-0.161415122908037,0.96849073744822,11757,7909,60201,52293,15
"chr18",13610942,13611577,-0.161031356518568,0.966188139111408,40525,247132,297168,50037,14
"chr11",3626189,3626783,-0.193147793889421,0.965738969447103,13042,134925,255984,121060,6
"chr16",68236226,68236979,-0.241368062983507,0.96547225193403,33647,8509,68466,59958,14
"chr6",135195774,135195908,-0.240946687626558,0.963786750506233,75010,137604,184317,46714,4
"chr20",50041627,50041721,-0.240867551286171,0.963470205144684,54997,222734,279152,56419,5
"chr6",83853169,83853725,-0.0874720575235513,0.962192632759064,74098,15955,120934,104980,17
"chr14",61570109,61571262,-0.160119377292869,0.960716263757214,25867,115478,259693,144216,6
"chr20",11890663,11890928,-0.191831288566689,0.959156442833446,53574,6328,16713,10386,21
"chr1",37455219,37455443,-0.136914922552494,0.958404457867458,2476,303363,304664,1302,16
"chr1",203186609,203187497,-0.159528382216876,0.957170293301257,7315,32254,235302,203049,7
"chr14",73239556,73239819,-0.159118074517359,0.954708447104153,26275,2669,299265,296597,6
"chr10",95755465,95755996,-0.190361489496524,0.951807447482618,11168,89176,300304,211129,5
"chr2",209771626,209771840,-0.158597198546725,0.951583191280347,51822,9303,66099,56797,9
"chr1",203764786,203765431,0.118864320206664,0.950914561653312,7357,85092,166510,81419,10
"chr10",48684784,48685504,-0.158213137660351,0.949278825962104,9986,48842,175993,127152,17
"chr11",118883571,118883884,0.118533490592989,0.948267924743914,17288,95167,281705,186539,8
"chr5",119353598,119354279,0.135129620293753,0.94590734205627,69306,70956,246503,175548,7
"chr14",47674627,47675797,-0.134146698711029,0.939026890977202,25496,18778,136589,117812,10
"chr2",163736061,163736988,-0.187491286862228,0.937456434311141,50756,994,28599,27606,12
"chr1",203769552,203769671,-0.311987376717097,0.935962130151291,7359,133946,276968,143023,3
"chr2",64636167,64636517,-0.233970313455635,0.93588125382254,48833,152772,287430,134659,5
"chr17",81923607,81923653,-0.31170903092012,0.935127092760361,40024,56449,73244,16796,8
"chr21",20997590,20998440,-0.155829924019486,0.934979544116913,55767,11101,108989,97889,11
"chr2",85414131,85414315,-0.15579994684049,0.934799681042938,49310,72024,280150,208127,6
"chr19",45815256,45816140,-0.155471522284349,0.932829133706095,45679,997,89246,88250,11
"chr11",818752,818917,-0.18634318653403,0.931715932670148,12725,87134,191003,103870,10
"chr1",77888380,77889654,-0.132807332911343,0.929651330379399,3825,251337,310424,59088,20
"chr2",86603732,86604284,-0.185637217412133,0.928186087060664,49399,141508,270825,129318,5
"chr4",84966229,84967110,-0.132306782085774,0.926147474600417,65856,8406,141915,133510,9
"chr14",87994915,87995145,-0.307857272898758,0.923571818696274,26689,221732,254080,32349,5
"chr9",137032793,137033210,-0.184587416813858,0.922937084069289,86668,64054,288732,224679,5
"chr19",12035589,12036199,-0.115170422142368,0.921363377138946,43161,114173,295663,181491,13
"chr6",116370081,116370688,-0.153449391128267,0.920696346769605,74639,100649,236036,135388,7
"chr5",17436262,17436632,-0.183883956019885,0.919419780099423,67814,61927,273321,211395,5
"chr5",154850613,154850748,-0.229707531753691,0.918830127014763,70547,122339,301832,179494,6
"chr16",980166,980568,-0.153070560651924,0.918423363911541,30934,73223,298448,225226,11
"chr6",33432244,33432766,-0.183558665153968,0.917793325769841,72846,5964,131033,125070,5
"chr11",843897,844400,-0.152939012550292,0.917634075301755,12739,47728,184141,136414,7
"chr6",30006529,30007067,-0.130238215882687,0.911667511178811,72246,16410,184138,167729,8
"chr9",132160583,132161169,-0.227755410979958,0.911021643919831,86168,178963,291428,112466,11
"chr1",244050056,244050584,-0.151785490533182,0.910712943199094,8668,33934,147771,113838,6
"chr16",56631943,56632516,-0.182121474807916,0.910607374039581,33151,5190,118477,113288,5
"chr11",67302343,67303593,-0.151518837014337,0.909113022086022,15653,101411,192408,90998,13
"chr8",35235165,35235692,-0.113446197566332,0.907569580530654,81197,8000,244943,236944,9
"chr22",38317996,38318461,-0.113347538268593,0.906780306148744,58102,95263,210410,115148,14
"chr2",98663522,98663873,0.150983226582435,0.905899359494612,49629,124907,254927,130021,6
"chr12",10030573,10030765,-0.181040153996208,0.905200769981042,18638,915,125620,124706,11
"chr7",100865794,100867149,-0.150804072441746,0.904824434650478,78533,105640,301771,196132,14
"chr7",80918991,80919855,-0.150334942450126,0.902009654700759,77912,7326,86418,79093,10
"chr8",32547890,32548632,-0.128781546767897,0.901470827375276,81165,6283,176681,170399,7
"chr10",1042666,1042752,-0.299569466057618,0.898708398172855,8918,122445,227309,104865,3
"chr4",170089948,170090476,-0.112119612036136,0.896956896289087,67045,17331,106197,88867,15
"chr6",110358197,110359053,-0.149372251384394,0.896233508306363,74506,46276,195218,148943,8
"chr15",45129551,45130127,-0.11196764025453,0.89574112203624,28654,13123,90034,76912,18
"chr18",79963195,79963953,0.149120867865897,0.89472520719538,41476,210426,300246,89821,14
"chr4",155757933,155759366,-0.149025910885774,0.894155465314646,66877,11416,125528,114113,12
"chr12",58920036,58920749,-0.12763260945209,0.893428266164632,20664,48309,119211,70903,19
"chr17",43661762,43662908,0.111551003154959,0.892408025239671,37618,122863,310322,187460,10
"chr4",38857966,38858149,-0.222626349670049,0.890505398680196,65028,138113,305195,167083,4
"chr1",205211905,205212453,-0.22248396141265,0.8899358456506,7470,141742,163816,22075,13
"chr12",32485735,32485905,-0.222352966242503,0.889411864970011,19245,219441,273325,53885,4
"chr11",112164078,112165222,-0.177853625819207,0.889268129096035,16949,72208,186441,114234,10
"chr6",30329397,30329612,-0.177730702661325,0.888653513306625,72303,184467,188684,4218,9
"chr18",78978717,78979559,-0.111064338048053,0.888514704384428,41431,7362,121856,114495,10
"chr17",8966631,8967204,-0.221760947573493,0.887043790293972,35798,192765,300014,107250,5
"chr2",127700674,127700860,0.147755609516539,0.886533657099234,50274,157455,291031,133577,10
"chr4",94342868,94343414,-0.177235659951608,0.88617829975804,65997,92246,157859,65614,8
"chr5",166978480,166979446,-0.177197257620508,0.885986288102541,70717,38362,164961,126600,6
"chr4",186555301,186555549,-0.147422742188793,0.884536453132758,67321,408,36823,36416,11
