"chr","start","end","value","area","cluster","indexStart","indexEnd","L","clusterL"
"chr9",133993551,133993634,0.110279988603347,0.330839965810041,86328,92737,219569,126833,4
"chr11",69640720,69641102,0.109502809058374,0.328508427175123,15858,175550,177919,2370,29
"chr19",29941899,29942117,-0.109416585128926,0.328249755386779,44238,99505,291894,192390,8
"chr2",118014263,118014724,0.0813146336448397,0.325258534579359,50100,153944,253326,99383,10
"chr19",56314275,56314505,0.16259153655618,0.32518307311236,47035,114815,137151,22337,12
"chr12",81077415,81078398,-0.081128108976972,0.324512435907888,21060,95886,134130,38245,15
"chr21",14383217,14383285,0.162220441527146,0.324440883054292,55706,97302,121591,24290,14
"chr13",31162100,31162917,0.0809400468614679,0.323760187445872,23288,201195,221328,20134,19
"chr11",86244630,86245337,0.0807194446967793,0.322877778787117,16469,171175,189992,18818,14
"chr7",150450448,150450654,0.107525380899843,0.322576142699528,79925,128229,166992,38764,10
"chr7",25125372,25125789,0.0801820720971217,0.320728288388487,76753,136926,188007,51082,11
"chr6",125153980,125154182,0.106393769647494,0.319181308942483,74786,87104,136162,49059,13
"chr17",75183184,75183275,0.0797902706093982,0.319161082437593,39183,72966,204434,131469,4
"chr3",48918210,48918691,0.0795517241525227,0.318206896610091,60484,155661,161484,5824,20
"chr6",32968066,32972328,-0.0635593315817412,0.317796657908706,72763,118661,130104,11444,102
"chr5",94111684,94111865,0.105797310011138,0.317391930033414,68965,158411,161305,2895,10
"chr1",75130234,75130651,0.10577149407622,0.31731448222866,3763,18329,119809,101481,4
"chr12",20368153,20368880,0.158654995693547,0.317309991387094,18976,17167,44992,27826,16
"chr5",150701125,150701140,-0.158110880335804,0.316221760671608,70422,141778,145737,3960,9
"chr10",49613551,49614112,0.105337425631096,0.316012276893288,10031,118955,283367,164413,7
"chr1",151047787,151048392,-0.105313264615846,0.315939793847538,5087,87582,153191,65610,14
"chr3",125520468,125520569,0.157845485739804,0.315690971479607,62154,164502,243132,78631,10
"chr16",1096421,1096545,-0.105099663880831,0.315298991642492,30948,70840,78364,7525,7
"chr11",1389069,1389782,0.104810120544661,0.314430361633984,12840,94359,189031,94673,7
"chr7",35037590,35038485,0.104554241973665,0.313662725920994,77022,49965,170387,120423,14
"chr12",108632070,108632207,0.104542201695662,0.313626605086987,21592,82175,271324,189150,3
"chr17",48107184,48107382,0.0783923508687365,0.313569403474946,37999,92256,272126,179871,11
"chr12",110123538,110124666,0.104513995290165,0.313541985870494,21736,180614,223133,42520,11
"chr18",32773017,32773736,0.104359023085655,0.313077069256966,40739,203815,211174,7360,10
"chr3",33798362,33798505,0.156501081205019,0.313002162410039,59779,162665,164716,2052,16
"chr20",36541443,36541483,-0.104249759904878,0.312749279714635,54330,11464,57454,45991,9
"chr2",241734520,241734564,-0.104088955627017,0.312266866881052,53060,19420,69590,50171,11
"chr4",44448853,44449515,0.0777102529458028,0.310841011783211,65162,143023,275607,132585,9
"chr4",103198448,103198646,0.10334877881893,0.310046336456791,66114,155368,161421,6054,12
"chr21",44802034,44802236,0.103315386489637,0.30994615946891,56579,246105,278174,32070,15
"chr3",48440115,48440937,0.0772636313749669,0.309054525499868,60402,164512,258396,93885,17
"chr17",42563204,42563226,-0.102980033056148,0.308940099168445,37481,15073,21420,6348,20
"chr7",27185217,27186246,0.0617418297899753,0.308709148949876,76827,112023,118484,6462,40
"chr4",133148515,133149286,-0.102863009784275,0.308589029352826,66512,143221,151038,7818,16
"chr12",108633907,108635697,0.102645830383249,0.307937491149747,21594,100114,197532,97419,9
"chr2",201450709,201451596,0.102481648184726,0.307444944554177,51601,157670,225517,67848,23
"chr12",6970504,6970875,0.102473582597292,0.307420747791877,18431,77841,100823,22983,14
"chr15",55197120,55197176,0.153368950451871,0.306737900903741,28917,210565,293893,83329,11
"chr4",26583223,26584138,-0.102128948340141,0.306386845020423,64923,87540,111847,24308,15
"chr5",140547422,140547667,0.102117365608645,0.306352096825936,69884,90482,119164,28683,12
"chr7",6622173,6622698,-0.101997134530182,0.305991403590546,76473,7989,171407,163419,5
"chr9",15510576,15511505,0.0762788857225348,0.305115542890139,83732,174686,185291,10606,13
"chr20",38446557,38448018,0.076249170119976,0.304996680479904,54456,197789,200118,2330,17
"chr16",49281695,49281841,-0.152428338291561,0.304856676583122,32934,13778,15689,1912,10
"chr5",174724495,174724631,-0.101616435707107,0.304849307121321,70929,7712,12268,4557,15
"chr15",40763855,40764173,0.1013924512808,0.3041773538424,28311,99468,268189,168722,6
"chr8",123416179,123416563,-0.101191082492437,0.30357324747731,82642,174682,255823,81142,11
"chr16",980444,980586,-0.151739129512194,0.303478259024387,30934,5242,9386,4145,11
"chr14",59484603,59484636,0.151544897249594,0.303089794499187,25800,123356,138992,15637,19
"chr12",110613709,110614331,0.100909130964329,0.302727392892988,21770,178451,195485,17035,13
"chr17",39979698,39980612,-0.10087755199771,0.302632655993131,37120,290794,298479,7686,17
"chr1",243255178,243256228,0.100766494244432,0.302299482733296,8648,154910,156439,1530,16
"chr13",20231321,20231540,0.100555104272377,0.301665312817131,22954,80231,98742,18512,25
"chr17",69327143,69327835,-0.100354022340329,0.301062067020986,38957,119651,221980,102330,9
"chr6",13923821,13924703,0.0750966393950602,0.300386557580241,71743,184418,303946,119529,15
"chr16",29807370,29807775,0.100068792506604,0.300206377519813,32516,136063,239272,103210,8
"chr8",11201181,11201906,0.100065848534322,0.300197545602965,80512,118125,228320,110196,15
"chr12",123364766,123365580,0.075025271865569,0.300101087462276,22464,180292,204749,24458,9
"chr17",50150347,50151756,0.100033028723781,0.300099086171343,38172,139097,194004,54908,14
"chr2",74148006,74148803,-0.074852575566173,0.299410302264692,49126,1807,35899,34093,10
"chr15",72319863,72319880,0.0997792837350933,0.29933785120528,29573,16032,18036,2005,17
"chr6",105136834,105137271,0.09941652389735,0.29824957169205,74349,22330,61877,39548,21
"chr4",84966229,84967110,-0.0993111371724818,0.297933411517445,65856,39608,85953,46346,9
"chr11",208399,209206,0.0992397212293818,0.297719163688145,12586,169554,186782,17229,13
"chr1",7770408,7771108,0.0990463985824271,0.297139195747281,631,118949,156927,37979,10
"chr2",171894209,171894578,0.0741542543579729,0.296617017431892,50945,91991,163341,71351,11
"chr16",56520156,56520359,0.0988607687917346,0.296582306375204,33141,125061,128478,3418,13
"chr9",87725302,87725861,-0.0987579216243061,0.296273764872918,84545,220277,251152,30876,12
"chr13",49247558,49248767,0.0985033494176608,0.295510048252982,23702,212119,267957,55839,16
"chr13",46052140,46053292,0.0737191937782063,0.294876775112825,23611,133846,198393,64548,16
"chr16",29745997,29746140,0.0982611187341831,0.294783356202549,32504,193064,199383,6320,12
"chr9",93451912,93453770,0.0735586440744745,0.294234576297898,84725,89682,140079,50398,18
"chr16",84186956,84187209,0.0735151031689814,0.294060412675926,34281,61055,97861,36807,10
"chr7",27165184,27165495,-0.146688152377011,0.293376304754022,76819,84865,94891,10027,19
"chr17",82050665,82051969,0.146499410419088,0.292998820838176,40062,92170,137670,45501,14
"chr11",119205252,119206521,0.0732401827199028,0.292960730879611,17364,215281,301024,85744,10
"chr17",82273387,82273768,-0.0976463675257303,0.292939102577191,40109,20684,52165,31482,13
"chr1",200620425,200621346,0.072996245251138,0.291984981004552,7084,89762,141693,51932,14
"chr1",226062660,226062742,0.0728829683666789,0.291531873466716,8121,19538,300289,280752,5
"chr1",31412976,31413645,0.0728657292913955,0.291462917165582,2107,14493,32564,18072,14
"chr1",116418459,116418564,0.0971522519639941,0.291456755891982,4718,166482,284068,117587,12
"chr12",64222574,64222605,0.0971285981907425,0.291385794572227,20706,185980,202538,16559,12
"chr18",4455315,4455862,-0.0970750574128076,0.291225172238423,40323,10159,126387,116229,7
"chr1",1254700,1255289,-0.0968614414810292,0.290584324443088,100,146697,277058,130362,11
"chr11",9574614,9574736,-0.145207611738835,0.290415223477671,13472,175361,176393,1033,7
"chr17",78231918,78232152,-0.0967906779621128,0.290372033886338,39539,9152,16637,7486,15
"chr13",27621411,27621946,0.0725076623575227,0.290030649430091,23151,89356,214474,125119,8
"chr11",65638669,65638840,0.0964867932916775,0.289460379875032,15391,170299,214335,44037,4
"chr12",13000078,13000973,0.0723323172186626,0.28932926887465,18817,74999,113845,38847,16
"chr5",180591495,180591503,0.14428244303567,0.28856488607134,71293,13673,29886,16214,11
"chr6",75243850,75244137,0.0721250561127831,0.288500224451132,74004,114467,172410,57944,11
"chr3",44761112,44761955,-0.0960187726267001,0.2880563178801,60135,101940,110545,8606,20
"chr6",30325382,30327450,0.0959941194323521,0.287982358297056,72302,168037,171992,3956,42
"chr5",138177901,138178972,0.0959364949394325,0.287809484818297,69731,124672,136548,11877,25
"chr20",21704763,21705442,0.143873042085196,0.287746084170392,53748,195946,205725,9780,13
"chr5",138032143,138033267,-0.0958455506893277,0.287536652067983,69715,98881,142132,43252,10
"chr11",113976196,113976413,0.0718675740614516,0.287470296245806,17018,44024,219662,175639,5
"chr12",66170058,66170126,0.0718157811536347,0.287263124614539,20779,438,56603,56166,7
"chr9",35646758,35647076,0.0954182412220996,0.286254723666299,84110,17389,181277,163889,4
"chr1",226061707,226062151,-0.0714953155188783,0.285981262075513,8120,27204,146874,119671,9
"chr2",238320092,238320245,0.0714364824321237,0.285745929728495,52803,158006,240900,82895,12
"chr12",93571636,93572432,0.142711179089693,0.285422358179387,21212,244621,263002,18382,32
"chr17",57885342,57885741,-0.0950256948831978,0.285077084649593,38429,9170,119606,110437,3
"chr9",136711748,136712131,0.0949844309254125,0.284953292776237,86570,92191,167993,75803,7
"chr17",2711892,2712724,0.0710562080832975,0.28422483233319,35051,88481,243721,155241,10
"chr7",77798607,77799502,0.0947097853786712,0.284129356136014,77876,47392,49715,2324,30
"chr19",36489462,36489824,0.0946744160799487,0.284023248239846,44636,140747,197046,56300,24
"chr5",141303900,141304580,0.141811265669435,0.28362253133887,70014,39141,81207,42067,12
"chr12",57229328,57230410,-0.0706987150865199,0.28279486034608,20516,186556,267585,81030,16
"chr6",107115302,107115951,0.141271194457287,0.282542388914574,74405,252814,288311,35498,6
"chr17",19003992,19004141,0.140991911580448,0.281983823160896,36221,202376,210726,8351,2
"chr17",64263201,64263668,0.0939387519733751,0.281816255920125,38778,72364,124068,51705,8
"chr1",37474123,37475212,0.0937410329130987,0.281223098739296,2477,87499,116561,29063,15
"chr2",208265576,208265976,0.0937152798850355,0.281145839655106,51805,90132,133179,43048,10
"chr1",181482770,181483703,-0.0937028570506867,0.28110857115206,6792,128644,139473,10830,12
"chr5",181243388,181244389,0.0936410258349168,0.28092307750475,71362,135278,143894,8617,24
"chr4",42152282,42152960,0.0935441330866895,0.280632399260068,65148,36203,65485,29283,16
"chr17",51153331,51153510,0.0933714378637762,0.280114313591329,38304,92181,198140,105960,13
"chr11",64036367,64036647,0.139994416404897,0.279988832809795,15086,176456,182997,6542,10
"chr15",55289778,55289835,0.139888526518195,0.27977705303639,28922,15586,29255,13670,11
"chr8",49909721,49910981,-0.0699301276648911,0.279720510659564,81519,10294,42863,32570,20
"chr17",58192406,58192888,-0.0697875705449943,0.279150282179977,38448,84854,212392,127539,8
"chr7",102748880,102748945,0.139530367655805,0.279060735311609,78682,129637,184871,55235,3
"chr1",237890672,237891269,-0.0696760243216735,0.278704097286694,8581,120899,245313,124415,7
"chr5",91380006,91381191,0.0926496620292116,0.277948986087635,68946,157035,165392,8358,10
"chr12",26832805,26833569,0.0925890364541327,0.277767109362398,19117,44768,86805,42038,19
"chr16",89093090,89093631,0.0692887595374589,0.277155038149836,34598,102662,251827,149166,12
"chr17",13018074,13018352,0.0692243059054104,0.276897223621642,35928,89600,206679,117080,10
"chr12",56116784,56116859,0.138300424466216,0.276600848932433,20327,208910,213217,4308,18
"chr11",66371840,66372244,0.138199958706676,0.276399917413352,15524,183630,189524,5895,12
"chr2",176122433,176122877,0.0920492170156254,0.276147651046876,51076,13824,89958,76135,19
"chr11",27506378,27507045,-0.0918195543126525,0.275458662937958,13896,46437,89107,42671,12
"chr1",239719540,239720164,0.0687987886246191,0.275195154498476,8588,136437,231313,94877,5
"chr10",125158755,125158780,0.137597097758448,0.275194195516896,12244,111106,255611,144506,4
"chr10",97320041,97320837,0.0917052898350442,0.275115869505133,11242,63565,161772,98208,10
"chr6",32761665,32761819,-0.0687415616757524,0.27496624670301,72724,6352,40128,33777,6
"chr19",56567396,56567411,-0.137228831278759,0.274457662557517,47047,18700,57578,38879,8
"chr1",1354415,1354832,0.0914039641956519,0.274211892586956,140,60453,96469,36017,9
"chr14",24114557,24115352,0.0685504253350761,0.274201701340305,25138,91154,137636,46483,20
"chr10",21533343,21534656,-0.0683876562422051,0.27355062496882,9454,113171,137571,24401,12
"chr17",8186009,8186788,0.0911326116766342,0.273397835029903,35716,81799,121232,39434,9
"chr10",102869365,102869466,0.0909702975870405,0.272910892761121,11614,59920,118288,58369,11
"chr3",52495048,52495377,-0.0909213552405097,0.272764065721529,60897,30735,37530,6796,9
"chr17",28726951,28727497,0.0681719123926804,0.272687649570722,36456,58724,129842,71119,13
"chr16",30650529,30650546,0.136240502846562,0.272481005693124,32663,297130,304862,7733,15
"chr14",50821010,50821988,0.0678073209947663,0.271229283979065,25579,229506,269390,39885,7
"chr7",73842715,73842753,0.0902416258859041,0.270724877657712,77715,179681,182034,2354,15
"chr8",93700418,93700582,0.135221264348843,0.270442528697686,82144,347,16750,16404,11
"chr3",187139609,187139749,0.0900771884721984,0.270231565416595,63723,155798,217385,61588,8
"chr1",32817250,32818394,0.134709481917265,0.269418963834531,2229,219572,226418,6847,22
"chr19",8577687,8577712,0.13456364037384,0.269127280747679,42741,253671,267411,13741,7
"chr3",141051766,141051909,0.0897065063809433,0.26911951914283,62688,31259,35691,4433,17
"chr11",73309306,73310100,-0.0897024284097984,0.269107285229395,16088,15214,61379,46166,12
"chr8",119873120,119873642,-0.0895051837684645,0.268515551305393,82580,100814,172637,71824,10
"chr8",13133113,13133687,-0.0893796933147785,0.268139079944335,80599,174554,192358,17805,10
"chr17",61399429,61400203,-0.0893221860453219,0.267966558135966,38599,79874,80031,158,23
"chr6",136822359,136822524,-0.0893172944928964,0.267951883478689,75054,178292,181100,2809,11
"chr10",13001884,13001967,0.089290424086087,0.267871272258261,9253,168915,273150,104236,10
"chr1",44800031,44800173,0.0892043425553572,0.267613027666072,2971,150032,281737,131706,14
"chr12",95003710,95004031,0.066833487134609,0.267333948538436,21236,111100,172521,61422,10
"chr3",184185514,184186864,0.0890727648371459,0.267218294511438,63530,148735,157085,8351,12
"chr2",173964566,173966328,0.0667959600817731,0.267183840327092,51010,117409,256399,138991,14
"chr22",46762342,46762624,0.0890409918234889,0.267122975470467,58790,74968,193135,118168,19
"chr10",89301358,89301537,0.133513452697533,0.267026905395066,10946,116711,128936,12226,7
"chr18",12702792,12703242,0.0889778967314047,0.266933690194214,40502,200674,235963,35290,18
"chr19",40613447,40614423,0.0889611145212721,0.266883343563816,45079,76209,123745,47537,6
"chr11",99020762,99020821,-0.0888535746299588,0.266560723889876,16644,122461,176443,53983,12
"chr10",22927708,22927766,0.13326253310017,0.26652506620034,9491,114127,179276,65150,9
"chr21",42199400,42199449,0.133166562214612,0.266333124429223,56400,128064,194831,66768,4
"chr3",140941590,140941730,0.0886483874193502,0.265945162258051,62684,147096,157069,9974,9
"chr4",156971237,156972389,-0.0886323321833944,0.265896996550183,66888,92456,141310,48855,15
"chr1",162069434,162069724,-0.0885426797932695,0.265628039379809,6229,19830,88773,68944,9
"chr8",67063639,67063940,0.0885268819754328,0.265580645926299,81799,171369,310558,139190,9
"chr12",48105501,48106535,-0.0885166696613159,0.265550008983948,19457,95069,119818,24750,25
"chr20",64038079,64038084,-0.132697815385278,0.265395630770557,55662,260020,264862,4843,5
"chr17",4555654,4555778,0.13241467968046,0.26482935936092,35200,259717,296802,37086,11
"chr1",31181709,31181927,0.132381923527597,0.264763847055193,2095,70742,149545,78804,4
"chr18",34223103,34223872,0.132303088185531,0.264606176371062,40752,85533,90279,4747,11
"chr17",15261023,15261548,0.0881241679379053,0.264372503813716,35949,227446,256392,28947,10
"chr9",134325627,134326493,0.0880355311105195,0.264106593331559,86353,189299,258135,68837,11
"chr12",64621706,64621767,-0.132042794827905,0.264085589655809,20722,43666,118529,74864,3
"chr19",2783411,2783721,-0.131806082822155,0.26361216564431,41967,93338,108543,15206,8
"chr2",73981475,73981653,-0.0877801732497892,0.263340519749368,49111,12489,212366,199878,6
"chr5",122774858,122775412,0.0877615076141991,0.263284522842597,69342,153314,234680,81367,15
"chr6",33289318,33289724,0.131565712220306,0.263131424440613,72824,90684,102591,11908,70
"chr10",91797984,91798214,0.131397221421594,0.262794442843187,11020,99647,126965,27319,16
"chr11",71928487,71928942,-0.087525115734115,0.262575347202345,15979,122050,161885,39836,15
"chr3",196247387,196247458,-0.087500815357667,0.262502446073001,64017,39192,147216,108025,4
"chr11",20598543,20599368,0.0874881344025801,0.26246440320774,13839,101668,116179,14512,10
"chr15",62066721,62066931,-0.0655745981755479,0.262298392702192,29090,122543,201442,78900,9
"chr7",100148608,100148818,-0.1309832425355,0.261966485071,78389,109736,113247,3512,12
"chr22",30606955,30607160,0.130958089924044,0.261916179848088,57625,109016,109672,657,19
"chr7",36151779,36153506,0.0872977894455779,0.261893368336734,77040,173034,193297,20264,9
"chr16",31033298,31033779,0.0872063076709462,0.261618923012839,32731,96414,120190,23777,16
"chr17",35578484,35578631,-0.130749238347985,0.26149847669597,36798,93423,94053,631,15
"chr15",55588326,55588332,0.13069783933668,0.261395678673359,28936,247238,248772,1535,19
"chr7",26201000,26201182,0.0870702843591903,0.261210853077571,76770,247138,258877,11740,23
"chr9",104093797,104094484,0.0653003866686719,0.261201546674688,85027,82192,168221,86030,12
"chr15",71813540,71813540,-0.130595351880809,0.261190703761617,29535,57381,80323,22943,2
"chr8",70403374,70403793,0.0652566421852408,0.261026568740963,81847,4318,139744,135427,4
"chr6",30103147,30103283,0.086989285585484,0.260967856756452,72264,195186,196837,1652,26
"chr6",142946312,142946456,0.0868911486988127,0.260673446096438,75173,23288,186182,162895,3
"chr16",71358470,71358845,0.130264859488285,0.260529718976571,33838,204417,295022,90606,10
"chr11",47552995,47553726,0.0650243119222157,0.260097247688863,14389,71356,131295,59940,12
"chr17",81665157,81665632,-0.129900984976289,0.259801969952577,39967,7391,201090,193700,4
"chr6",33771629,33771830,0.0865467554172617,0.259640266251785,72881,269,175046,174778,4
"chr18",24426352,24426771,0.0864425003973425,0.259327501192027,40651,73093,97634,24542,13
"chr17",39864414,39865243,0.0862974304217037,0.258892291265111,37103,198757,227429,28673,6
"chr9",72364587,72364665,-0.0862394123640249,0.258718237092075,84375,68176,188292,120117,5
"chr20",62952558,62952756,-0.0646720694206267,0.258688277682507,55477,4172,74796,70625,11
"chr6",158817903,158818498,-0.129221163914746,0.258442327829492,75593,268657,278438,9782,9
"chr12",63151003,63151743,0.0861321993269394,0.258396597980818,20691,121545,127793,6249,18
"chr10",62816358,62816496,0.0861171051349147,0.258351315404744,10187,120680,169605,48926,16
"chr7",154892617,154893598,0.0861167568122624,0.258350270436787,80143,14571,117269,102699,14
"chr1",161038960,161039036,-0.0860767531691466,0.25823025950744,6123,9309,12697,3389,14
"chr6",1390387,1390387,-0.0860292989239122,0.258087896771737,71403,303923,303925,3,10
"chr1",10430006,10430580,0.0860150975614311,0.258045292684293,784,116066,144680,28615,24
"chr17",2054377,2056905,0.085914976373301,0.257744929119903,34992,83208,84591,1384,54
"chr12",122974416,122974854,0.0858122882586516,0.257436864775955,22422,264968,271913,6946,21
"chr1",161225755,161226014,0.128573846379036,0.257147692758072,6176,260863,265902,5040,14
"chr16",86566108,86566370,-0.128570808100802,0.257141616201605,34407,122760,198414,75655,11
"chr1",162023885,162023896,-0.128548235300033,0.257096470600065,6227,16649,30904,14256,16
"chr2",174395179,174395700,0.085620627637021,0.256861882911063,51024,157150,164371,7222,23
"chr3",143971303,143972427,0.0855479042217264,0.256643712665179,62778,90374,112403,22030,26
"chr9",137070624,137071482,0.0854359223818399,0.25630776714552,86680,168175,306853,138679,7
"chr19",39515009,39515012,0.128134491704461,0.256268983408923,44934,200369,201900,1532,16
"chr15",80058856,80058884,0.0852742517777648,0.255822755333295,29978,210252,229755,19504,16
"chr4",70591459,70592189,-0.0851603972669525,0.255481191800858,65539,250183,280789,30607,7
"chr10",14954032,14954223,0.127711520368938,0.255423040737876,9325,21185,22039,855,20
"chr14",61696375,61696451,0.127707064532285,0.255414129064569,25872,238730,239964,1235,4
"chr1",153986395,153986772,0.0851101055394282,0.255330316618285,5418,87987,145347,57361,9
"chr8",31032193,31034067,-0.127556895385791,0.255113790771582,81156,113227,172579,59353,34
"chr7",151249260,151249270,0.127502238981667,0.255004477963335,80038,64368,65532,1165,13
"chr14",103532633,103532728,-0.0848832620618862,0.254649786185659,27477,53668,73713,20046,4
"chr13",26253740,26254743,-0.0636376245447929,0.254550498179172,23112,88064,207280,119217,10
"chr5",65925082,65926694,0.0636105501332826,0.25444220053313,68487,25556,96403,70848,15
"chr1",161766271,161766410,0.0847759176469201,0.25432775294076,6221,141587,153040,11454,10
"chr15",34584082,34584195,0.0847254589219964,0.254176376765989,28123,195986,296387,100402,7
"chr10",80078980,80079425,-0.0847189271091283,0.254156781327385,10759,185649,236649,51001,16
