"chr","start","end","value","area","cluster","indexStart","indexEnd","L","clusterL"
"chr20",18567118,18567591,0.0870925176573892,0.348370070629557,53677,208664,297617,88954,12
"chr12",20368153,20368880,0.174083778466918,0.348167556933836,18976,17167,44992,27826,16
"chr9",93451912,93453770,0.0868126359331043,0.347250543732417,84725,89682,140079,50398,18
"chr1",243255178,243256228,0.115624484076556,0.346873452229668,8648,154910,156439,1530,16
"chr19",53867542,53869364,0.0862454396482333,0.344981758592933,46706,195603,204476,8874,22
"chr20",610155,610507,-0.0859246469552191,0.343698587820876,53151,7508,13811,6304,6
"chr1",220878196,220881070,-0.0859237029862799,0.343694811945119,7969,164815,301620,136806,27
"chr20",36541443,36541483,-0.114537812708473,0.343613438125418,54330,11464,57454,45991,9
"chr1",226061707,226062151,-0.0857327314122442,0.342930925648977,8120,27204,146874,119671,9
"chr1",7770408,7771108,0.113448665016028,0.340345995048084,631,118949,156927,37979,10
"chr17",64263201,64263668,0.113437501139594,0.340312503418782,38778,72364,124068,51705,8
"chr4",102324343,102324962,0.113420837077929,0.340262511233786,66089,162922,280804,117883,5
"chr16",1096421,1096545,-0.113317982659407,0.339953947978222,30948,70840,78364,7525,7
"chr12",93570370,93572432,0.113313784063596,0.339941352190789,21212,243566,263002,19437,32
"chr12",121711859,121712585,0.169295591279438,0.338591182558876,22302,105628,174422,68795,7
"chr8",42338343,42338621,0.0846307060544061,0.338522824217624,81423,102627,193008,90382,12
"chr19",7920283,7920304,-0.112798714261102,0.338396142783305,42648,52669,58478,5810,10
"chr6",32968066,32972328,-0.0842521336763009,0.337008534705203,72763,120005,130104,10100,102
"chr17",51153331,51153510,0.112129717087915,0.336389151263744,38304,92181,198140,105960,13
"chr1",13513155,13513985,0.112030462144753,0.33609138643426,971,111879,142525,30647,15
"chr20",21704763,21705738,0.111745588362235,0.335236765086706,53748,195946,207645,11700,13
"chr1",151790630,151792027,0.0836150666767036,0.334460266706814,5186,228952,249616,20665,21
"chr2",63047899,63050192,0.111432741383214,0.334298224149641,48791,116747,118998,2252,51
"chr15",43791965,43792998,-0.0835348581520834,0.334139432608334,28589,123696,220655,96960,18
"chr5",150701125,150701140,-0.167064194039324,0.334128388078648,70422,141778,145737,3960,9
"chr3",49368520,49368530,-0.111149434692158,0.333448304076474,60570,311654,311656,3,9
"chr4",133148515,133149286,-0.110499548377171,0.331498645131514,66512,143221,151038,7818,16
"chr7",30682372,30682745,-0.0659235175535919,0.329617587767959,76937,27,41550,41524,15
"chr12",109098274,109098625,0.109785565414466,0.329356696243399,21638,183390,207135,23746,21
"chr18",6414959,6414979,-0.109751199071846,0.329253597215537,40352,6132,17733,11602,9
"chr7",28956875,28958462,0.164472685897947,0.328945371795893,76872,19096,19292,197,33
"chr11",66371840,66372244,0.164344165298356,0.328688330596713,15524,183630,189524,5895,12
"chr7",151227270,151227356,0.10928413731913,0.32785241195739,80028,166896,170144,3249,14
"chr1",206921970,206921987,-0.16358049481106,0.32716098962212,7615,143113,165148,22036,7
"chr7",102748708,102748945,0.108935254016765,0.326805762050295,78682,129637,263719,134083,3
"chr1",200620425,200621346,0.0815562722908298,0.326225089163319,7084,89762,141693,51932,14
"chr1",160070172,160070877,-0.081447556270913,0.325790225083652,6022,144882,151953,7072,12
"chr8",67063639,67063940,0.108491736312104,0.325475208936313,81799,171369,310558,139190,9
"chr11",99020762,99020821,-0.108390797519194,0.325172392557582,16644,122461,176443,53983,12
"chr12",66188802,66189000,0.108245326667178,0.324735980001535,20782,85851,205647,119797,11
"chr4",173538261,173538748,0.10810392968937,0.324311789068109,67069,6668,124840,118173,8
"chr1",72283332,72283898,0.161327723667025,0.32265544733405,3743,95252,128431,33180,4
"chr1",162412872,162413058,0.161247294095561,0.322494588191121,6246,136853,310675,173823,6
"chr1",21783454,21783796,0.107298466909079,0.321895400727238,1459,93750,153995,60246,13
"chr13",27621411,27621946,0.107233686039694,0.321701058119081,23151,93412,214474,121063,8
"chr6",10420054,10420768,0.160659977909463,0.321319955818927,71638,124057,127104,3048,16
"chr3",143971303,143972427,0.1069780939555,0.320934281866501,62778,90374,112403,22030,26
"chr6",32178016,32178127,0.106915024867065,0.320745074601194,72669,81971,99677,17707,44
"chr22",31107513,31108696,0.0801651530458367,0.320660612183347,57667,58590,220168,161579,9
"chr5",138032143,138033267,-0.106778496502617,0.320335489507852,69715,98881,142132,43252,10
"chr8",67952089,67952314,-0.1067725563625,0.320317669087499,81814,25504,87655,62152,10
"chr17",19003992,19004141,0.160005604209668,0.320011208419336,36221,202376,210726,8351,2
"chr11",103109143,103109637,0.106551184961539,0.319653554884618,16734,176698,185757,9060,13
"chr10",80078980,80079425,-0.106284765105964,0.318854295317892,10759,185649,236649,51001,16
"chr13",52011617,52012153,0.106110380806496,0.318331142419487,23823,193738,201461,7724,14
"chr11",63938474,63939019,0.0795711434842852,0.318284573937141,15078,66712,166934,100223,8
"chr10",125719199,125719572,0.106035502911687,0.318106508735062,12254,59928,103933,44006,15
"chr7",100148608,100148818,-0.158990775791292,0.317981551582584,78389,109736,113247,3512,12
"chr4",145098547,145099084,0.0793948397455885,0.317579358982354,66663,216629,280824,64196,27
"chr1",69567909,69568808,-0.0792240090196076,0.31689603607843,3701,28608,37103,8496,16
"chr1",160261795,160262646,-0.105612180348799,0.316836541046396,6058,95256,120910,25655,21
"chr2",109128888,109129060,0.158386942715813,0.316773885431627,49924,142105,157173,15069,13
"chr16",56519868,56520359,0.079041648834016,0.316166595336064,33141,125061,140706,15646,13
"chr5",127073461,127073618,0.0789726732862904,0.315890693145161,69408,14375,109818,95444,8
"chr9",133993551,133993634,0.105260771823996,0.315782315471988,86328,92737,219569,126833,4
"chr5",141475230,141476902,0.0788749082869913,0.315499633147965,70074,141224,249415,108192,14
"chr10",134325,134564,-0.157722933741655,0.315445867483309,8866,178406,179879,1474,25
"chr3",141051464,141051909,0.0788231480630283,0.315292592252113,62688,21962,35691,13730,17
"chr2",79512808,79513196,-0.105026731438539,0.315080194315617,49249,31107,77717,46611,8
"chr16",84186956,84187209,0.0787696756743065,0.315078702697226,34281,61055,97861,36807,10
"chr12",6970504,6970875,0.104739304419054,0.314217913257163,18431,77841,100823,22983,14
"chr6",10722795,10723025,-0.0785273225438129,0.314109290175252,71655,40931,168873,127943,10
"chr18",12407560,12407813,0.104652145808167,0.313956437424502,40488,83249,124681,41433,9
"chr17",78231918,78232152,-0.104648224424206,0.313944673272618,39539,9152,16637,7486,15
"chr21",44802034,44802236,0.104587142352996,0.313761427058988,56579,246105,278174,32070,15
"chr17",69327143,69327835,-0.104575939653394,0.313727818960182,38957,119651,221980,102330,9
"chr21",36980814,36980971,-0.104230912870152,0.312692738610457,56169,11442,200307,188866,5
"chr8",13566571,13567419,0.104199949895365,0.312599849686096,80604,177165,187265,10101,13
"chr5",177598877,177599965,0.0780367147818174,0.312146859127269,71126,157271,259455,102185,11
"chr5",100903346,100904215,-0.103989326018994,0.311967978056982,69091,143316,154575,11260,15
"chr3",72848641,72848918,0.0779796641018229,0.311918656407292,61372,141523,163412,21890,13
"chr3",99876182,99876301,0.155653911999686,0.311307823999371,61555,4449,4671,223,6
"chr12",50111045,50111797,-0.155653126398248,0.311306252796495,19711,269661,289162,19502,19
"chr19",45467704,45467879,-0.103757134034905,0.311271402104714,45609,195875,202185,6311,14
"chr2",10689599,10689867,-0.103754347285034,0.311263041855102,47524,102480,143906,41427,10
"chr7",151249260,151249270,0.155526658488744,0.311053316977489,80038,64368,65532,1165,13
"chr5",157743432,157743539,0.103373660189736,0.310120980569209,70613,154915,251743,96829,11
"chr5",177022622,177022841,0.103345471328118,0.310036413984355,71034,77920,100119,22200,14
"chr1",52698331,52698492,-0.103242042480869,0.309726127442606,3289,128305,149633,21329,10
"chr17",7688326,7688581,-0.102933118084765,0.308799354254296,35604,98569,201087,102519,8
"chr6",7106714,7107971,0.0771156848195522,0.308462739278209,71571,175491,278477,102987,14
"chr7",88759241,88759689,-0.102678159617535,0.308034478852606,78004,43197,102244,59048,13
"chr18",4455315,4455862,-0.102537332453698,0.307611997361094,40323,10159,126387,116229,7
"chr7",5233215,5233776,0.102466945257846,0.307400835773538,76339,180688,187623,6936,12
"chr16",49281391,49282286,-0.102381526897998,0.307144580693993,32934,894,10884,9991,10
"chr1",150282630,150283093,0.102293682502725,0.306881047508175,5014,110351,239278,128928,15
"chr4",103198448,103198646,0.102031234962423,0.30609370488727,66114,155368,161421,6054,12
"chr17",28718146,28720549,0.076497827234308,0.305991308937232,36452,132933,197728,64796,42
"chr12",122974416,122974854,0.101996723529194,0.305990170587582,22422,264968,271913,6946,21
"chr16",89560052,89560353,-0.152958006539935,0.30591601307987,34666,125589,201303,75715,9
"chr19",39514917,39515012,0.101890930917462,0.305672792752387,44934,200369,209538,9170,16
"chr1",200891235,200891250,0.101877879076923,0.30563363723077,7097,72168,95727,23560,10
"chr14",59484603,59484636,0.152804236867076,0.305608473734151,25800,123356,138992,15637,19
"chr20",45880981,45881083,0.101796317347721,0.305388952043163,54796,97908,198418,100511,8
"chr19",40613444,40614423,0.0763294668704036,0.305317867481614,45079,76209,280324,204116,6
"chr19",18611785,18612875,-0.0762874401416202,0.305149760566481,43961,52261,71404,19144,12
"chr3",126476065,126476091,-0.152409461141276,0.304818922282553,62189,39927,40046,120,15
"chr11",64036367,64036647,0.152286864491887,0.304573728983774,15086,176456,182997,6542,10
"chr1",161225755,161226014,0.101467935495064,0.304403806485192,6176,247013,265902,18890,14
"chr4",26583223,26584138,-0.101443721535496,0.304331164606487,64923,87540,111847,24308,15
"chr17",42780490,42780502,0.101348009374709,0.304044028124127,37522,4606,5720,1115,7
"chr8",123072216,123073429,-0.10123580573487,0.303707417204611,82615,177472,185504,8033,15
"chr2",171894209,171894578,0.0758758341576665,0.303503336630666,50945,91991,163341,71351,11
"chr5",79235864,79237496,0.151607164456763,0.303214328913525,68768,144663,147419,2757,12
"chr4",84966229,84967110,-0.101038435779292,0.303115307337875,65856,39608,85953,46346,9
"chr11",27506140,27506959,0.100976179221836,0.302928537665508,13896,184373,191803,7431,12
"chr1",161038960,161039036,-0.10093369242719,0.302801077281569,6123,9309,12697,3389,14
"chr21",14383217,14383285,0.151263341702314,0.302526683404628,55706,97302,121591,24290,14
"chr16",69564514,69566630,0.100458455206361,0.301375365619084,33734,70393,82005,11613,19
"chr5",94111684,94111865,0.100398367838783,0.301195103516349,68965,158411,161305,2895,10
"chr12",75390761,75391317,0.0752983075723321,0.301193230289328,20972,14139,85783,71645,14
"chr7",100633491,100633655,0.100348037717225,0.301044113151674,78478,4251,67656,63406,9
"chr11",65428756,65429225,0.10033036968932,0.300991109067961,15331,106174,140234,34061,7
"chr18",32773017,32773736,0.100290540164499,0.300871620493496,40739,203815,211174,7360,10
"chr17",75183205,75183275,0.100285496000743,0.300856488002228,39183,72966,199450,126485,4
"chr12",93378435,93378991,0.100167285745622,0.300501857236867,21197,47123,308306,261184,3
"chr11",32437859,32438829,0.100135005313339,0.300405015940018,13969,114603,167076,52474,11
"chr3",165196362,165197221,-0.0750960066194181,0.300384026477672,63162,120643,164316,43674,15
"chr11",74171082,74171691,-0.0750903176018846,0.300361270407538,16149,178345,190426,12082,26
"chr10",59362712,59363162,0.10005890827682,0.30017672483046,10109,41916,50006,8091,13
"chr15",72319863,72319880,0.100011963683602,0.300035891050807,29573,16032,18036,2005,17
"chr2",157629014,157629719,0.0749652396996479,0.299860958798592,50642,147514,220669,73156,10
"chr16",49281695,49281841,-0.149722235646434,0.299444471292867,32934,13778,15689,1912,10
"chr1",1254700,1255289,-0.0997186353271067,0.29915590598132,100,146697,277058,130362,11
"chr16",31073836,31075019,0.149552548238394,0.299105096476787,32739,236605,263034,26430,25
"chr3",33798362,33798505,0.149222743873283,0.298445487746565,59779,162665,164716,2052,16
"chr6",166999216,166999493,0.149209765399591,0.298419530799182,75781,91078,96903,5826,16
"chr12",123670904,123671047,-0.0994349247935926,0.298304774380778,22503,99245,113342,14098,10
"chr11",20598543,20599368,0.0993356847042822,0.298007054112847,13839,101668,116179,14512,10
"chr5",83076967,83077609,0.0743196620879657,0.297278648351863,68851,155732,161094,5363,20
"chr17",82022865,82022991,-0.0989982773395124,0.296994832018537,40050,55789,68578,12790,17
"chr7",127252462,127254196,0.0741581648763839,0.296632659505536,79106,183265,253789,70525,15
"chr2",240998762,240999019,-0.074131814383476,0.296527257533904,52960,15072,34489,19418,7
"chr11",65638669,65638840,0.0988230720745351,0.296469216223605,15391,170299,214335,44037,4
"chr12",71663982,71663992,0.148207492537052,0.296414985074103,20931,101691,111893,10203,28
"chr1",75796909,75797026,-0.147966670258704,0.295933340517408,3784,146781,151742,4962,9
"chr8",143368772,143369243,0.147879869227471,0.295759738454941,83145,99791,108515,8725,14
"chr1",239719540,239720164,0.0739215166613665,0.295686066645466,8588,136437,231313,94877,5
"chr6",158817903,158818498,-0.147771753028833,0.295543506057666,75593,268657,278438,9782,9
"chr5",40840411,40841106,-0.073840595743623,0.295362382974492,68124,242070,275601,33532,9
"chr19",45405004,45405195,-0.147338899735897,0.294677799471793,45601,293191,299272,6082,5
"chr8",134696433,134696754,0.07366018856159,0.29464075424636,82888,180326,273208,92883,7
"chr9",99906520,99906539,0.147230312587043,0.294460625174086,84965,273223,288469,15247,14
"chr5",140106317,140106317,0.0980597711007712,0.294179313302314,69853,301680,301682,3,5
"chr17",82037787,82037917,0.0979142093809346,0.293742628142804,40057,199173,206039,6867,11
"chr1",46202800,46203210,-0.0733767102818196,0.293506841127278,3070,145442,159630,14189,9
"chr16",86566108,86566370,-0.146744245973188,0.293488491946376,34407,122760,198414,75655,11
"chr3",53347778,53347838,0.0977880557588921,0.293364167276676,60994,31961,147333,115373,8
"chr4",142846299,142847477,0.0977432204166634,0.29322966124999,66637,241232,277292,36061,13
"chr6",87589936,87590488,0.0975780335121076,0.292734100536323,74159,29346,94949,65604,18
"chr1",161766271,161766410,0.0974426796667798,0.292328039000339,6221,141587,153040,11454,10
"chr20",2663560,2664408,0.0974402830917196,0.292320849275159,53272,198936,208793,9858,16
"chr2",74529170,74531005,0.097407829124778,0.292223487374334,49186,160717,217006,56290,25
"chr8",123416179,123416563,-0.096880332594264,0.290640997782792,82642,174682,255823,81142,11
"chr1",156500503,156502195,-0.145210330807199,0.290420661614397,5755,140624,305872,165249,12
"chr3",44761112,44761955,-0.0967013179713342,0.290103953914003,60135,101940,110545,8606,20
"chr3",4978046,4979000,-0.0966022418886601,0.28980672566598,59076,268348,286310,17963,20
"chr6",33313740,33315238,-0.0724280353532983,0.289712141413193,72832,42638,44741,2104,68
"chr7",77798607,77799502,0.0964905588362835,0.28947167650885,77876,47392,49715,2324,30
"chr19",58474954,58476510,0.096473446442794,0.289420339328382,47251,88861,138080,49220,13
"chr10",99731904,99732861,0.0723259053777434,0.289303621510974,11353,180183,188501,8319,17
"chr17",81399578,81399824,-0.0963889710860323,0.289166913258097,39919,62256,77572,15317,4
"chr9",136711748,136712131,0.096078356519971,0.288235069559913,86570,92191,167993,75803,7
"chr2",28870453,28870644,0.0960339136659783,0.288101740997935,48078,96488,147675,51188,16
"chr15",40763855,40764173,0.0960092513755528,0.288027754126658,28311,99468,268189,168722,6
"chr1",3650399,3651174,-0.143513693422524,0.287027386845048,420,111097,117903,6807,43
"chr19",57351186,57351270,-0.0956343137177589,0.286902941153277,47091,202628,211411,8784,13
"chr17",38852945,38853905,0.0955671532487992,0.286701459746398,36973,272493,295316,22824,19
"chr8",93700418,93700582,0.143339162764829,0.286678325529658,82144,347,16750,16404,11
"chr8",133060281,133061639,0.095478862113189,0.286436586339567,82846,182218,242089,59872,7
"chr16",31033047,31033410,0.0954739276858415,0.286421783057525,32731,120190,237290,117101,16
"chr2",241734550,241734564,-0.143119655348182,0.286239310696364,53060,19420,35420,16001,11
"chr22",46762342,46762624,0.0953477033486125,0.286043110045838,58790,74968,193135,118168,19
"chr14",74611908,74612609,0.142970207752692,0.285940415505383,26393,140770,299902,159133,10
"chr12",110123538,110124666,0.0952563715748542,0.285769114724563,21736,180614,223133,42520,11
"chr3",173395601,173396678,-0.0951891550434924,0.285567465130477,63293,123422,144362,20941,22
"chr7",27165184,27165495,-0.142692540355789,0.285385080711578,76819,84865,94891,10027,19
"chr7",150450448,150450654,0.0950917973619816,0.285275392085945,79925,128229,166992,38764,10
"chr19",4066817,4067606,-0.0948572929095233,0.28457187872857,42183,92641,139610,46970,12
"chr18",12702792,12703242,0.0948389305066078,0.284516791519824,40502,200674,235963,35290,18
"chr17",61399429,61400203,-0.0948038306929818,0.284411492078946,38599,79874,80031,158,23
"chr9",33001736,33001900,0.0946892616773133,0.28406778503194,83930,171130,218021,46892,11
"chr20",40688842,40689193,0.14198442580402,0.28396885160804,54496,2598,11168,8571,15
"chr11",9574614,9574736,-0.141714579278077,0.283429158556154,13472,175361,176393,1033,7
"chr9",38620560,38620624,-0.0944255026073606,0.283276507822082,84259,61498,65853,4356,6
"chr2",219244447,219245765,-0.0707356658109033,0.282942663243613,52148,159168,218304,59137,19
"chr5",74641316,74641937,0.0942547252861025,0.282764175858308,68637,92465,145838,53374,8
"chr19",18149520,18149540,0.141246243926432,0.282492487852864,43880,9407,16561,7155,4
"chr2",48440392,48440515,0.094163634245373,0.282490902736119,48571,94386,141494,47109,10
"chr5",122774686,122775412,0.0705865510016915,0.282346204006766,69342,153314,243704,90391,15
"chr8",22598878,22598908,-0.141102234720537,0.282204469441074,80833,44869,169859,124991,5
"chr15",55197120,55197176,0.141074174922886,0.282148349845771,28917,210565,293893,83329,11
"chr5",179732588,179732803,-0.140797378920544,0.281594757841088,71231,89911,137772,47862,13
"chr5",140547422,140547667,0.0937395360406998,0.281218608122099,69884,90482,119164,28683,12
"chr9",101738755,101738906,0.140596541862912,0.281193083725823,85018,246858,287183,40326,10
"chr8",73293165,73295352,0.070290655309779,0.281162621239116,81887,86008,99194,13187,27
"chr1",31181709,31181927,0.140542530340856,0.281085060681712,2095,70742,149545,78804,4
"chr5",94618161,94618598,-0.0702352619877312,0.280941047950925,68973,69029,123264,54236,23
"chr12",43759004,43759414,-0.093623310876458,0.280869932629374,19345,72538,108660,36123,12
"chr15",55588326,55588332,0.14029327008484,0.280586540169679,28936,247238,248772,1535,19
"chr3",195931,196411,0.0934784601625461,0.280435380487638,59015,220879,231516,10638,23
"chr11",78046241,78046513,0.140062209624206,0.280124419248412,16353,116139,129813,13675,7
"chr1",30719311,30719318,-0.139708800812777,0.279417601625555,2070,118716,147474,28759,16
"chr16",71358470,71358845,0.139708297569528,0.279416595139056,33838,204417,295022,90606,10
"chr2",192194504,192195877,0.0698518765121272,0.279407506048509,51398,480,85602,85123,12
"chr19",57363442,57363646,-0.0698102625504071,0.279241050201628,47095,128250,213413,85164,10
"chr15",100602154,100602555,-0.139586406754963,0.279172813509927,30666,91848,100484,8637,18
"chr5",147234735,147234980,0.0930255670698099,0.27907670120943,70223,35283,149122,113840,12
"chr2",147843668,147845056,0.0929855422527369,0.278956626758211,50512,88183,135000,46818,16
"chr12",76559763,76560038,-0.0929482816033181,0.278844844809954,20998,87724,208306,120583,10
"chr6",57221918,57222979,0.0695744460476868,0.278297784190747,73858,50906,133027,82122,20
"chr16",27203101,27203713,0.0926757998768025,0.278027399630408,32351,131937,218980,87044,12
"chr19",36489462,36489824,0.0926120988550167,0.27783629656505,44636,140747,197046,56300,24
"chr3",101827540,101827920,0.0694298380210663,0.277719352084265,61624,152468,265721,113254,12
"chr14",69191309,69191637,0.0693988899815336,0.277595559926134,26130,227549,254915,27367,15
"chr10",22315070,22315998,-0.0925200681841943,0.277560204552583,9471,127712,171141,43430,16
"chr6",30325382,30327450,0.092516511966796,0.277549535900388,72302,168037,171992,3956,42
"chr6",33201350,33202993,0.092497775723006,0.277493327169018,72806,189968,191025,1058,85
"chr17",48107184,48107382,0.0924346790448079,0.277304037134424,37999,92256,236452,144197,11
"chr3",33797992,33798211,0.0924166044861685,0.277249813458505,59779,253213,279265,26053,16
"chr14",90332195,90332222,-0.138466217091634,0.276932434183267,26763,121133,214494,93362,15
"chr12",89352574,89353962,0.138451381175341,0.276902762350681,21131,171655,172005,351,23
"chr11",119205252,119205857,0.0922012901757711,0.276603870527313,17364,215281,240266,24986,10
"chr7",154892617,154893598,0.0921786773528544,0.276536032058563,80143,14571,117269,102699,14
"chr15",41827486,41828000,-0.0691180803452939,0.276472321381175,28415,65785,205970,140186,9
"chr15",42272954,42273730,-0.092148554933655,0.276445664800965,28475,237956,258981,21026,24
"chr8",27310586,27311645,0.0921284411868491,0.276385323560547,81000,179006,222007,43002,15
"chr8",119873120,119873642,-0.0920809743212865,0.276242922963859,82580,100814,172637,71824,10
"chr2",196592676,196592696,-0.138104465867597,0.276208931735194,51427,164528,165510,983,5
"chr4",158768549,158769220,-0.0920441313275378,0.276132393982613,66917,159587,163080,3494,7
"chr12",42326073,42327208,0.0690292630440871,0.276117052176348,19322,28079,98255,70177,16
"chr17",41973642,41973763,0.0919821867422715,0.275946560226814,37395,5930,80420,74491,5
"chr13",77697739,77698750,-0.137910889245,0.275821778489999,24043,204225,212005,7781,23
"chr6",31862853,31862874,-0.137798638140413,0.275597276280826,72593,79237,89951,10715,34
"chr1",999010,1001534,-0.0918252407478311,0.275475722243493,36,150542,164749,14208,13
"chr3",42654360,42654942,0.0918250046069659,0.275475013820898,60047,31241,70764,39524,15
"chr7",44082625,44083062,0.137561909858822,0.275123819717644,77207,125923,182131,56209,9
"chr11",10294385,10294811,0.137463170781596,0.274926341563192,13494,45537,106052,60516,14
