probe,gene,mean_dBeta,t_unadj,q_unadj,t_adj_dNeu,q_adj_dNeu,t_adj_3lin,q_adj_3lin
cg22132774,CD68,-0.0006948997,-0.24884058112990154,0.9452176456888576,0.6213579124124233,0.9998167265501986,-0.17464257611271974,0.9998751256512294
cg24666276,MYC,0.0015342877,0.3887796066605063,0.9088263228995713,0.5695946262543546,0.9998167265501986,-0.23117015155352275,0.9998751256512294
cg16145167,TLR6,-0.0019092079,-1.8221144934826177,0.39038429377853556,-1.338487506530217,0.9998167265501986,-1.4170888294471737,0.9998751256512294
cg18804985,CXCL2,-0.009123939,-1.917409053681828,0.35732847921895194,0.27767645644758726,0.9998167265501986,0.2507064109008054,0.9998751256512294
cg26970841,IRF8,0.0072272075,3.071561963285027,0.10471681120490901,2.072297966945072,0.9998167265501986,2.4602144970319655,0.9998751256512294
cg06220235,SOCS1,-0.00030821314,-0.38264635353724313,0.9104673100453968,0.060514148145349965,0.9998167265501986,0.6055703445147188,0.9998751256512294
cg06295404,SOCS1,0.0010144699,1.2285135029468965,0.6164410342810374,0.7463605927633744,0.9998167265501986,0.3745208083068303,0.9998751256512294
cg08017326,CXCL2,-0.0039832047,-1.935222268837829,0.350556102829923,-1.4050881220788887,0.9998167265501986,-0.9074220226969718,0.9998751256512294
cg18654873,MAP3K7,0.0009448218,1.1992870081303904,0.627757661791154,1.3145463934216381,0.9998167265501986,1.338660733995386,0.9998751256512294
cg18335243,PTGS2,0.00011634286,-0.07315813120389687,0.9860004122093569,0.2535819867040099,0.9998167265501986,0.40100973782083743,0.9998751256512294
cg08418872,TNFRSF1A,0.0091303475,1.7581815538437988,0.41304815885534973,-0.31846894608188503,0.9998167265501986,-0.30187557503609264,0.9998751256512294
cg00774149,TLR9,0.0005255034,0.21801573590734255,0.9527699004631598,-1.5102931950552059,0.9998167265501986,0.059003227602869565,0.9998751256512294
cg21467614,TNF,-0.00069979223,-0.020282099805730296,0.9959535076379068,0.9121905430164858,0.9998167265501986,0.9991439474633191,0.9998751256512294
cg09587549,PYCARD,-0.0015648586,-1.1560540779531965,0.6441171482180362,-2.6056642425626144,0.9998167265501986,-3.301856228273002,0.9998751256512294
cg25034766,FOS,-0.0016089195,-1.8847539905933024,0.3683708031170972,-1.6000698492375927,0.9998167265501986,-1.4541721054477592,0.9998751256512294
cg03978375,IRF8,0.0033968408,1.4625755296708267,0.5252322539783024,0.5517139816700191,0.9998167265501986,0.6799344966225449,0.9998751256512294
cg23752651,TNFRSF1A,0.01519183,3.157683092002075,0.09651313239334024,1.5964956372598835,0.9998167265501986,1.242393018038412,0.9998751256512294
cg04545963,NFKBIA,0.0072761043,1.5643955942319647,0.485698466037662,-0.9071430526182178,0.9998167265501986,-1.2629955790107954,0.9998751256512294
cg24004745,IL1RAP,0.0008012386,1.3353611614878043,0.5745814774722503,0.7774762478575405,0.9998167265501986,-0.006993998508620659,0.9998751256512294
cg04266460,SOCS1,0.0017520833,0.16041254107002134,0.9665979908086558,-0.48504268286134217,0.9998167265501986,-0.6942605238640916,0.9998751256512294
cg10189525,NFKB1,0.00015373788,0.17542255084757707,0.9627673922741158,-0.06214323952002142,0.9998167265501986,-0.5433250432251144,0.9998751256512294
cg12214665,TNFAIP3,9.717011e-05,0.1402737784002727,0.9715951341065825,-0.6829065234516849,0.9998167265501986,-0.7206851326051469,0.9998751256512294
cg18287768,TNFAIP3,-0.0028918337,-1.2728546667899823,0.5989319775575688,-1.1491635526439645,0.9998167265501986,-0.8303791239137842,0.9998751256512294
cg15982117,HLA-DRB1,0.0022454762,0.8432951533509984,0.761493781857366,0.3820415619427285,0.9998167265501986,-0.024038119274019203,0.9998751256512294
cg27662875,IRF3,0.0026647178,0.8781519813646832,0.7488198302009055,0.20885865345656401,0.9998167265501986,-0.08048756148819487,0.9998751256512294
cg01529076,FOS,-0.0096832,-1.8730106510711957,0.3724504493115515,0.24216017526146894,0.9998167265501986,0.5075509914964849,0.9998751256512294
cg22551276,IRF8,0.0013297541,1.411993768753797,0.5445679735443826,0.4706958112197451,0.9998167265501986,0.10347998887592111,0.9998751256512294
cg21803052,MYC,0.0010105862,0.9654245609295389,0.7168648347209712,1.36477830602748,0.9998167265501986,0.6897453064879001,0.9998751256512294
cg10832291,MYC,4.793082e-05,0.10761105396356363,0.978631122061218,-0.04286877562405529,0.9998167265501986,0.5595534069975998,0.9998751256512294
cg15465092,MYC,-0.00038222253,-0.8419653118701594,0.7619868073983667,-0.701499421882243,0.9998167265501986,-1.662041077944319,0.9998751256512294
cg06378498,STAT3,8.616119e-05,0.4760330275659013,0.8839700794344252,-0.2011275837850376,0.9998167265501986,-0.6874316228005639,0.9998751256512294
cg12712415,MAP3K7,0.00012567961,0.2269175836920154,0.9507309671815357,-0.40770779830659076,0.9998167265501986,0.7524563703633679,0.9998751256512294
cg25080152,MYC,-0.00036316854,-0.07453877719231838,0.985782746351778,0.18320144384690326,0.9998167265501986,0.5905739467746455,0.9998751256512294
cg15852258,TLR2,-0.00062666845,-0.25460092447428506,0.9437678108835105,0.5192345839058466,0.9998167265501986,0.6886855155554711,0.9998751256512294
cg01330880,SOCS1,-0.0014043397,-1.3308086976444624,0.5767089662321834,-0.8270522766463434,0.9998167265501986,-0.9574418305353894,0.9998751256512294
cg09139047,HLA-DRB1,-0.005019974,-1.0763741688863486,0.6743260410408041,-0.6957134321240402,0.9998167265501986,-0.008643086748136427,0.9998751256512294
cg08578320,HLA-DRB1,-0.005770549,-0.930989033850684,0.7297696286222124,-0.16845906335593588,0.9998167265501986,-0.08323595967492482,0.9998751256512294
cg21985352,SOCS3,-0.00049966,-0.7414313020437677,0.7980788875685324,-1.188667697745117,0.9998167265501986,-0.7253211964107509,0.9998751256512294
cg26822854,IL6R,0.000567702,0.9832278330536686,0.7100227961443843,0.749380838822264,0.9998167265501986,1.0559703592317204,0.9998751256512294
cg20460761,IRAK4,0.00064424414,0.0076743783436744525,0.9986322488018126,-1.1798649234492358,0.9998167265501986,-0.9929939519790585,0.9998751256512294
cg07158701,STAT3,0.00027299667,0.9746420745146229,0.7134751280657882,0.24844262650462334,0.9998167265501986,-0.05902554905392044,0.9998751256512294
cg20203089,NFKB2,-0.0014004158,-2.1487297472180913,0.28278697947908493,-1.761589827350841,0.9998167265501986,-1.9765348326260312,0.9998751256512294
cg09804439,STAT3,-0.00035341005,-1.3367085682446471,0.5741246649539652,-0.7684186407892528,0.9998167265501986,-1.1490600275212928,0.9998751256512294
cg10850054,IL6ST,0.0012095068,1.1889940602083873,0.6315884737818247,0.7924560719557942,0.9998167265501986,0.3571024994095273,0.9998751256512294
cg18512161,MAP3K7,0.00023507336,0.6560574455573415,0.8265461091263276,1.0988178339583319,0.9998167265501986,1.1591618068333536,0.9998751256512294
cg19754707,IL1R1,-0.012552514,-3.278786915415015,0.08607076625899454,-1.1604228096035987,0.9998167265501986,-0.7617901999877629,0.9998751256512294
cg14721618,SOCS3,-0.001069341,-0.6773356338228759,0.8197509370292148,-0.8607631653873808,0.9998167265501986,0.1393415216070524,0.9998751256512294
cg17540624,IRF3,-0.00086051796,-2.0566547818314933,0.3111569153765381,-1.53122893167022,0.9998167265501986,-1.8730280690769254,0.9998751256512294
cg06178786,MAPK8,0.00029136348,1.1054447989860707,0.6632052003696081,1.0224770740696272,0.9998167265501986,1.244428192470352,0.9998751256512294
cg06239037,MYD88,0.00060159835,1.2647733031891775,0.602274555035235,0.8815100001271323,0.9998167265501986,1.0779713440366436,0.9998751256512294
cg06291846,CEBPB,-0.00055377727,-0.6656000391597885,0.823402401626465,-0.24377489031800587,0.9998167265501986,0.11530529612689193,0.9998751256512294
cg24682307,TNFRSF1B,0.00034598514,0.5513205240225332,0.8609166367995714,0.6710385930927032,0.9998167265501986,-0.05698709871200774,0.9998751256512294
cg24688577,CEBPB,0.00030291977,0.8883882886452096,0.7450404388910558,0.22597786748648901,0.9998167265501986,0.35609759996440576,0.9998751256512294
cg11065262,STAT1,0.0007643235,0.86887033078799,0.7520766811995819,1.4989165927474253,0.9998167265501986,1.1425489609756847,0.9998751256512294
cg11163388,IL6ST,0.0007908167,2.022757757544829,0.3217590276112824,1.6661325243797405,0.9998167265501986,1.851623780618036,0.9998751256512294
cg09054949,CXCL1,-0.013304483,-1.8947801004584064,0.3648245672542711,1.404841135863899,0.9998167265501986,1.479664309948321,0.9998751256512294
cg09190696,MAP3K7,0.00011457192,0.13354523184245978,0.9730708912278544,-0.913609346689699,0.9998167265501986,-0.5704477388786778,0.9998751256512294
cg09269103,NFKB2,-0.000845133,-1.1075040632623463,0.6623708278134669,-0.7644730139080643,0.9998167265501986,-0.8151450027379253,0.9998751256512294
cg15135914,RELA,-0.0003465687,-0.7948054273434603,0.7790213032387444,-1.7943662412829728,0.9998167265501986,-1.7736495223660782,0.9998751256512294
cg13999099,IL6ST,-0.0027616993,-0.9851274017437007,0.7092835089051195,-1.0141568376365766,0.9998167265501986,-0.24926437793118966,0.9998751256512294
cg16547110,TLR2,2.5334405e-06,-0.14410752660921952,0.970486476516303,-0.03968813827086623,0.9998167265501986,0.030550785785590263,0.9998751256512294
cg16632661,BCL3,-0.000797103,-2.158631511551642,0.27988240159163064,-2.5607706705635285,0.9998167265501986,-1.8766114148222268,0.9998751256512294
cg03957204,IL6R,0.00042885815,1.548464070623706,0.4917101993044217,1.7782165666472554,0.9998167265501986,1.624308771573386,0.9998751256512294
cg16189024,NFKBIZ,0.0004360508,0.33685347458823967,0.9228235858618612,0.6581982858817415,0.9998167265501986,0.4473473123668653,0.9998751256512294
cg16349006,CEBPB,0.000642461,0.9630166474060156,0.717773933645023,1.0992169290622649,0.9998167265501986,0.8539596616727085,0.9998751256512294
cg07704981,NOS2,-0.00015715344,-0.03811452567832733,0.9927974786955607,-0.1947624855738691,0.9998167265501986,0.3374093910900047,0.9998751256512294
cg23037648,NFKBIZ,0.0005746868,0.6814669996848595,0.8184786206963961,0.4286994270364059,0.9998167265501986,0.09247049312798288,0.9998751256512294
cg23044504,NFKB2,0.00018251796,0.5519488706014748,0.8608052437407946,0.21397369192369647,0.9998167265501986,0.2351750617892738,0.9998751256512294
cg13642545,BCL3,-0.0002670192,-0.215962868295769,0.9532496011850154,-0.6274882266926675,0.9998167265501986,-0.3434309169377526,0.9998751256512294
cg11636714,IKBKB,0.0024239037,0.8905568607073906,0.744213165693022,0.9635124539943363,0.9998167265501986,1.2343495428300795,0.9998751256512294
cg03042113,RELA,0.00064344873,1.2846625606682711,0.5944178604058505,0.8250457325006866,0.9998167265501986,0.544831029486357,0.9998751256512294
cg24064264,IRF7,-0.00054783217,-1.18192189945992,0.6344572761672675,-1.5337915659565677,0.9998167265501986,-1.4680071641002495,0.9998751256512294
cg24198611,MAPK14,0.00053415395,1.7863143838333493,0.4032202265674934,1.5695150276914445,0.9998167265501986,1.6975141601994665,0.9998751256512294
cg24283186,MAPK8,0.00045513763,0.7606506633870661,0.7915883796028179,0.2648289207537348,0.9998167265501986,-0.508037104320239,0.9998751256512294
cg22499719,BCL3,2.8744333e-05,0.20495844987845127,0.9560016480699739,0.14548736853311137,0.9998167265501986,0.29618980938241873,0.9998751256512294
cg00987176,NFKB2,-0.0005045202,-0.7389753874064882,0.7990380808828381,-0.9324905633007432,0.9998167265501986,-0.8489342361974727,0.9998751256512294
cg26998429,SOCS3,-1.7509272e-05,-0.21024221554189962,0.954787796172484,-0.2987662336992068,0.9998167265501986,-0.29257902901682803,0.9998751256512294
cg27003951,SOCS1,-0.00066408503,-0.5067168988026086,0.8748262050670741,-0.6311115601107863,0.9998167265501986,-0.9128228418374076,0.9998751256512294
cg06595275,MAPK14,-0.00016189048,-0.6723668872811933,0.8212973872762668,-0.49205519047985125,0.9998167265501986,0.14618260815670778,0.9998751256512294
cg06639101,IRF3,-0.000329802,-0.8717716507768698,0.7509514659367502,-0.7359355472641093,0.9998167265501986,-0.5944573036886949,0.9998751256512294
cg18022362,IL6ST,0.00019190244,0.3643219970974883,0.9153485724689694,-0.14063046456927902,0.9998167265501986,-0.208012454145042,0.9998751256512294
cg15819646,TNFRSF1B,-0.00092590705,-1.41158289574757,0.5447098640503973,-1.115149661613742,0.9998167265501986,-0.697637867090768,0.9998751256512294
cg15684811,JUN,0.0005812974,0.3142715347661193,0.9286221101682625,1.1873496214463553,0.9998167265501986,0.7221817839894529,0.9998751256512294
cg01394385,CX3CR1,0.0030503024,1.4928865506118105,0.513265752866348,1.1392799269173743,0.9998167265501986,1.5521381631662563,0.9998751256512294
cg15500320,JUN,-7.06248e-05,-0.1774206132805372,0.9622632935595251,-0.05264687656098195,0.9998167265501986,-0.21068910071472025,0.9998751256512294
cg15096815,JUN,-0.00059048424,-0.5405961749782752,0.8643544410424022,-0.6217843187205715,0.9998167265501986,-0.8735266639187342,0.9998751256512294
cg25613251,JUN,-0.00014181381,-0.408659221804942,0.9036667137888665,-0.31302884591995966,0.9998167265501986,0.5081811792918144,0.9998751256512294
cg18793688,NLRP3,0.0005584645,0.7960573741491025,0.778560292423387,0.9844685895587755,0.9998167265501986,1.135935699895635,0.9998751256512294
cg10245072,TLR6,0.0008106118,0.594082288144338,0.8474831076835728,-0.1310518939983912,0.9998167265501986,-0.016430982460472112,0.9998751256512294
cg05935283,IL1RAP,6.0479128e-05,0.4082004155989509,0.9038005042021,-0.25758206044064763,0.9998167265501986,-0.3517454587921583,0.9998751256512294
cg11657122,TNIP1,0.00076481927,0.6109310655619192,0.841906729170257,0.2705725265772996,0.9998167265501986,0.4544230073296135,0.9998751256512294
cg06350097,FCGR2A,-0.014824179,-1.8150958986073353,0.39308025684830916,-0.664073331102411,0.9998167265501986,0.5395127900903554,0.9998751256512294
cg06809458,TNIP1,0.00034802727,0.6476796058807652,0.8294299209530493,0.6670247936922016,0.9998167265501986,0.7440275597632416,0.9998751256512294
cg24425829,JUN,0.0017516807,0.8665606044694196,0.7530146220400673,1.3713810128522432,0.9998167265501986,1.9235954245199944,0.9998751256512294
cg15995771,JUN,0.00022024257,0.5007941338463118,0.8766413939857401,0.6926546553497387,0.9998167265501986,0.2959389417628102,0.9998751256512294
cg17933911,JUN,0.00018789466,0.37276932266333607,0.913129998550516,0.783758321627214,0.9998167265501986,-0.0045018793737951306,0.9998751256512294
cg20787340,JUN,-0.00031526375,-0.7392574400228326,0.7989244313800707,-0.6227279408637842,0.9998167265501986,0.12744486961868753,0.9998751256512294
cg02711163,S100A9,-0.0021290053,-1.1143650577931885,0.6598367531285326,0.3866194847928181,0.9998167265501986,-0.09849523385976439,0.9998751256512294
cg13680844,TLR9,3.2823384e-05,-0.20001264554495374,0.9572761748213451,-0.1622506337078044,0.9998167265501986,0.011677053946101192,0.9998751256512294
cg25837803,PTGS2,-0.0049195895,-1.9977440656763035,0.3297244169659662,-0.08917688917969416,0.9998167265501986,-0.40328860199379163,0.9998751256512294
cg13648373,IL6ST,0.00016238478,0.5234446731250444,0.8699361016352622,0.2426668411028274,0.9998167265501986,0.035462223476293846,0.9998751256512294
cg00119197,NFKB1,-0.0008270876,-0.9077575998750329,0.7380467893331117,-0.6493448848258815,0.9998167265501986,-1.0218184683472267,0.9998751256512294
cg26564040,PTGS2,-0.0010220871,-0.7546985828766212,0.7935157694260083,-0.6318607279280756,0.9998167265501986,-0.3040815565915355,0.9998751256512294
cg17178919,IL1RAP,-0.0006782957,-1.2585329353748986,0.6047676801618703,0.03364682424481542,0.9998167265501986,-0.29506841931295497,0.9998751256512294
cg08977266,IRF1,-0.00027717778,-0.5546262210483227,0.8599551289400856,0.10225668429601496,0.9998167265501986,0.6122558875947556,0.9998751256512294
cg11255154,STAT1,0.00052952004,0.4272516241008918,0.8980176671925456,0.7266632752499989,0.9998167265501986,0.4191936367041726,0.9998751256512294
cg00543485,JUN,-0.00021596946,-0.3527727487635412,0.9184332852699101,-0.671522825851055,0.9998167265501986,-1.277692505693836,0.9998751256512294
cg26162331,CX3CR1,0.010713999,2.0553046789050153,0.31145916302408605,0.6058065849926945,0.9998167265501986,0.8976943292400418,0.9998751256512294
cg23329156,IL1RAP,-0.00030459982,-1.1294865943644554,0.6541847371484906,-0.8401943563114793,0.9998167265501986,-0.7019791484493585,0.9998751256512294
cg05205953,CXCL2,-0.0014657058,-1.5986301843076887,0.4723459484063293,-1.6762156441662288,0.9998167265501986,-0.6783013366925249,0.9998751256512294
cg16645584,JUN,-0.00018004335,-0.23275192047539417,0.9493932444143006,-0.33501299182158906,0.9998167265501986,-0.320339698269468,0.9998751256512294
cg15421363,IRF1,0.00040909098,0.2846148763094132,0.9361499412302589,0.8851531710518434,0.9998167265501986,0.8673473370790676,0.9998751256512294
cg24635257,TNFRSF1B,2.9396775e-05,0.005119656014798367,0.9991112010834682,-0.02706039968881745,0.9998167265501986,-0.09446672422542442,0.9998751256512294
cg12193622,NFKBIZ,-0.0007332217,-1.3126029028220636,0.5834379863745728,-0.2859492044651033,0.9998167265501986,0.2924860144440817,0.9998751256512294
cg24368167,MYD88,0.00021696511,0.34642048715634893,0.9204069077549345,0.64319106104522,0.9998167265501986,0.9310913413316372,0.9998751256512294
cg03610073,TLR2,0.00052996323,0.2393042227547858,0.9477575322551148,0.42909804575116306,0.9998167265501986,0.9530542253169213,0.9998751256512294
cg23884076,CXCL10,-0.0017270203,-0.24482114833243393,0.9463050267876671,2.0338198499103326,0.9998167265501986,2.0957539090920463,0.9998751256512294
cg07018071,JUN,-0.00030890628,-0.5511011313983749,0.8609700943396491,-0.48108283823427944,0.9998167265501986,-0.6371181866281166,0.9998751256512294
cg08844894,TNFRSF1B,0.0004591336,0.4750769464159917,0.8841687181926744,0.06452374913399173,0.9998167265501986,0.08554243452563955,0.9998751256512294
cg10180406,PTGS2,-0.0029958792,-0.9649320242727533,0.7171348021602543,1.7079703146943863,0.9998167265501986,0.6750535025154792,0.9998751256512294
cg03129172,TNFRSF1B,0.00013421322,0.28403977260889396,0.9362914809740388,0.3824135151903976,0.9998167265501986,0.7478227653507791,0.9998751256512294
cg06069310,MYD88,-0.00078979984,-1.1814847260310126,0.6345730475320771,-1.1452743509799463,0.9998167265501986,-0.25596497503794025,0.9998751256512294
cg25265126,IL1RN,0.011817702,2.89636881003097,0.1242004258548671,0.6174029924439011,0.9998167265501986,1.012025559359614,0.9998751256512294
cg00630212,CXCL2,-0.005472178,-1.6030892568765132,0.47055039160155837,-0.40472300870230504,0.9998167265501986,-0.2807495479639337,0.9998751256512294
cg10450883,IL1RAP,-0.00024237031,-1.017464766794753,0.6972531583322962,-0.5059098445641106,0.9998167265501986,-0.5413215802707052,0.9998751256512294
cg17977795,IL6ST,-0.00037876138,-0.6240518228492528,0.8373177083852194,0.11873969935959788,0.9998167265501986,0.2063180991891033,0.9998751256512294
cg14769570,NFKBIZ,-0.0005388624,-0.7135733510330984,0.8077744858525963,-0.8993058272041933,0.9998167265501986,-0.9241457989211975,0.9998751256512294
cg15089892,NFKBIZ,-0.0017974982,-1.667165255294191,0.4464221656045098,-2.039554063124412,0.9998167265501986,-2.3175743459503866,0.9998751256512294
cg27490198,IFNGR1,0.0006971833,0.45284741138761925,0.8909335990476697,1.3380737746344984,0.9998167265501986,0.8462943436982324,0.9998751256512294
cg09703963,IRF7,-0.0013097636,-0.5416776986701346,0.8639964772717357,0.41581434489873154,0.9998167265501986,0.4750732695716618,0.9998751256512294
cg27045396,MYC,-0.0013692696,-1.1958309620181802,0.6292836700156971,-0.7067061937580957,0.9998167265501986,-0.28060837273133576,0.9998751256512294
cg23128651,MAP3K7,7.195564e-05,-0.02384067827741609,0.9954334808876558,0.17346186659360716,0.9998167265501986,0.16927258159413455,0.9998751256512294
cg21030939,IFNGR1,0.00094922405,1.7549357328387973,0.41443105995439034,1.340577545178923,0.9998167265501986,1.584324848151417,0.9998751256512294
cg07675031,SPI1,-0.030444385,-3.1329992107832747,0.09866155315633353,-0.2724285909890211,0.9998167265501986,-0.11128293591293102,0.9998751256512294
cg22517316,IKBKB,5.2943098e-05,0.30739438999221746,0.9305068919561409,0.8256788283458596,0.9998167265501986,0.6641282995075397,0.9998751256512294
cg22014112,TNFAIP3,0.0068127317,2.3842141375676826,0.2197584886704605,-0.6258002078309752,0.9998167265501986,-0.5708853837833952,0.9998751256512294
cg09763362,TNFAIP3,0.0001391903,0.379662235822606,0.9113966857148368,-0.6339493942433263,0.9998167265501986,-0.48708692532257253,0.9998751256512294
cg27531490,TNF,0.012824604,2.403857465107603,0.2148213205435187,-0.49061903544912805,0.9998167265501986,-0.4016310875347448,0.9998751256512294
cg13542817,NFKB2,0.0002592737,1.1061493626740535,0.6628834811833867,0.9119002662087117,0.9998167265501986,1.243207167790132,0.9998751256512294
cg19813135,TNFAIP3,0.008192044,1.9232280297360502,0.35506955763954684,1.188497850797403,0.9998167265501986,1.1639773500659527,0.9998751256512294
cg26894311,NFKB2,-0.0019075536,-1.2197130442696829,0.6200076177321912,-1.174388483401239,0.9998167265501986,-1.0701136385796273,0.9998751256512294
cg25634545,NFKB2,-0.00034782628,-0.3952247867786671,0.9072985984533243,-0.2402718466852358,0.9998167265501986,0.5416383613496651,0.9998751256512294
cg23606922,NFKB2,0.0008665015,1.5254422449029559,0.5004548206176135,2.2323440524659537,0.9998167265501986,2.0354609039367957,0.9998751256512294
cg07981845,NFKB2,0.0001330086,0.186776468934447,0.9603891306489174,-0.2649688946199532,0.9998167265501986,-0.6991531475673374,0.9998751256512294
cg01582182,RELA,2.3603192e-05,0.19245634273582174,0.9590271571007114,0.3198804268456146,0.9998167265501986,-0.19955254314070947,0.9998751256512294
cg13145591,IRF7,-0.00031870505,-0.679510737469962,0.8190318082512063,-0.5555873420936996,0.9998167265501986,-1.562459529786783,0.9998751256512294
cg08644612,TNFAIP3,0.00060005573,1.433778087199151,0.5363462050982504,1.2906671553672184,0.9998167265501986,1.2238340703932256,0.9998751256512294
cg23227945,NFKB2,0.00011781902,0.3085172122432404,0.9302865549001882,-0.07355715561587817,0.9998167265501986,-0.6481511194598927,0.9998751256512294
cg23696891,TNFAIP3,0.00062995177,1.0529964089570452,0.6832479171060072,0.5403759784554287,0.9998167265501986,0.6716183616193917,0.9998751256512294
cg26367649,MAP3K7,-0.0016814102,-1.499684721950227,0.5106367122861372,-1.4062416248044403,0.9998167265501986,-0.8205063110917665,0.9998751256512294
cg01842473,IRF7,5.141576e-05,-0.012044113773364312,0.9977278600600189,0.3669682975780875,0.9998167265501986,-0.05574729402346318,0.9998751256512294
cg01177642,NFKB2,0.00013128232,0.5204964418796741,0.8708429393123085,0.7872131281325337,0.9998167265501986,0.2761637848533807,0.9998751256512294
cg22466620,TNFAIP3,0.0013669701,1.5225132256195097,0.5016390183099755,0.591946989599344,0.9998167265501986,0.48145234157006045,0.9998751256512294
cg10302505,MYC,-0.00039629595,-0.6505503437248875,0.8284864582175794,-0.7049951488815628,0.9998167265501986,-0.9578502073753413,0.9998751256512294
cg09658066,MAPK14,0.003752564,1.839088340385864,0.384332811475657,1.608911614609593,0.9998167265501986,1.0096327542197547,0.9998751256512294
cg01539849,SPI1,0.0008125116,1.050757490714022,0.6840424102390736,0.9480808624227546,0.9998167265501986,0.8877018099187228,0.9998751256512294
cg05195756,MAP3K7,0.00028671708,1.1152500120625397,0.6594986526103201,1.2094163854844238,0.9998167265501986,0.5946775968822516,0.9998751256512294
cg22197824,RELA,0.00013935016,0.05044736575990988,0.9905576019421537,0.0016817237870494883,0.9999462663383635,0.30320342510145154,0.9998751256512294
cg03503634,TRAF6,0.0017169737,0.917461588104526,0.7345032690202731,1.5997817218257637,0.9998167265501986,1.5266847825981817,0.9998751256512294
cg19990454,NFKB2,-0.0022219822,-2.9563752012058737,0.1166493821741647,-2.0864991952975793,0.9998167265501986,-1.742371609973526,0.9998751256512294
cg13730105,TLR4,-0.013163159,-3.253038519928497,0.08779031769923755,-0.27933891447691306,0.9998167265501986,-0.3398443742578269,0.9998751256512294
cg15380607,TNFAIP3,-0.0017760776,-1.3298759507371236,0.5769923923013863,-1.1239694676930612,0.9998167265501986,-1.0624007429802529,0.9998751256512294
cg00847892,TNFAIP3,-0.0009346738,-1.2440521120181527,0.61040651313378,-0.7422281011020848,0.9998167265501986,-1.3016731945688074,0.9998751256512294
cg11520366,TRAF6,0.00010407729,0.17110042393683667,0.9636887952817765,0.48393060354486533,0.9998167265501986,-0.006249863101331577,0.9998751256512294
cg24418792,NFKB2,-0.0003453059,-0.4092980404231165,0.9034640963898297,-0.721923633763415,0.9998167265501986,-0.8504571996561019,0.9998751256512294
cg07652350,IRF7,0.00075989374,1.2404340060757444,0.6118107902195326,1.2127921275542304,0.9998167265501986,0.4662089917702791,0.9998751256512294
cg01360627,TNF,0.025674691,2.615352648213503,0.16958853366235255,-1.0314887120962337,0.9998167265501986,-1.7038610505973584,0.9998751256512294
cg23187103,MYC,0.0004560118,1.5160752347955027,0.5042306093782724,1.57524513744579,0.9998167265501986,1.6244216622482877,0.9998751256512294
cg25543316,IFNGR1,0.00026267886,0.7406546327832333,0.7984263578256267,-0.0838938679246724,0.9998167265501986,-0.7854572804234344,0.9998751256512294
cg04289163,SOCS1,-0.00065499847,-1.3538054459794533,0.567235432206447,-0.825600060607696,0.9998167265501986,-1.528770930045749,0.9998751256512294
cg24219033,CD68,0.007159791,2.4858552351340113,0.19601969195467017,1.6377170654144428,0.9998167265501986,1.4974128941219116,0.9998751256512294
cg10596108,IRF3,-0.000411838,-0.46430596126623797,0.8876533667206874,0.5377038523032034,0.9998167265501986,0.42757434201429095,0.9998751256512294
cg09866102,PYCARD,-0.00064415275,-0.9679440468939893,0.7157572021592418,-0.7999454155437292,0.9998167265501986,-0.7111251930373574,0.9998751256512294
cg05766667,SOCS1,0.00036034247,0.7750659742868757,0.786350516839806,0.3880021016908061,0.9998167265501986,1.1428398462275762,0.9998751256512294
